Name;ISIN;Symbol;Market;Trading Currency;Open;High;Low;Last;Last Date/Time;Time Zone;Volume;Turnover
LDC;FR0013204336;LOUP;Euronext Paris;EUR;102.5;103;101.5;103;13/08/2021 17:35;CET;1270;129809.5
LE TANNEUR;FR0000075673;ALTAN;Euronext Growth Paris;EUR;2.86;2.86;2.86;2.86;02/08/2021 09:00;CET;10;28.6
LEASINVEST;BE0003770840;LEAS;Euronext Brussels;EUR;67.3;69.2;67.3;68;13/08/2021 17:35;CET;2930;200959.2
LEBON;FR0000121295;LBON;Euronext Paris;EUR;79.4;79.4;79.4;79.4;13/08/2021 09:00;CET;23;1826.2
LECTRA;FR0000065484;LSS;Euronext Paris;EUR;33.65;33.95;32.75;32.75;13/08/2021 17:35;CET;6544;216941.6
LEGRAND;FR0010307819;LR;Euronext Paris;EUR;97.1;97.62;97.1;97.54;13/08/2021 17:35;CET;147079;14333413.44
LERØY SEAFOOD GP;NO0003096208;LSG;Oslo Børs;NOK;83.24;83.56;82.7;83.36;13/08/2021 16:25;CET;219211;18241453.86
LES AGENCES DE PAP;FR0014003I41;MLPAP;Euronext Access Paris;EUR;4.01;4.01;4.01;4.01;11/08/2021 13:24;CET;2226;8926.26
LES HOTELS BAVEREZ;FR0007080254;ALLHB;Euronext Growth Paris;EUR;55.5;55.5;55.5;55.5;13/08/2021 16:30;CET;120;6660
LESTQBLANC202212BS;FR0013483401;TBMBT;Euronext Access Paris;EUR;-;-;-;-;-;CET;-;-
LEXIBOOK LINGUIST.;FR0000033599;ALLEX;Euronext Growth Paris;EUR;4.45;4.45;3.92;4.02;13/08/2021 17:35;CET;132645;548857.375
LIFECARE;NO0010591191;LIFE;Euronext Growth Oslo;NOK;1.898;1.926;1.81;1.882;13/08/2021 16:11;CET;153137;284871.258
LILLESTRØM SPAREB;NO0010808405;LSTSB;Euronext Growth Oslo;NOK;163;163;163;163;09/08/2021 15:01;CET;15;2445
LINEDATA SERVICES;FR0004156297;LIN;Euronext Paris;EUR;42.9;43.4;42.9;43;13/08/2021 17:35;CET;944;40624.4
LINK MOBILITY GRP;NO0010894231;LINK;Oslo Børs;NOK;34;34.855;33.065;33.225;13/08/2021 16:40;CET;282252;9543993.28
LISGRAFICA;PTLIG0AE0002;LIG;Euronext Lisbon;EUR;0.006;0.006;0.006;0.006;13/08/2021 20:30;BST;59710;358.26
LISI;FR0000050353;FII;Euronext Paris;EUR;29.6;29.8;29.2;29.45;13/08/2021 17:35;CET;3002;88522.25
LITHO FORMAS;PTLIT0AE0005;LIT;Euronext Access Lisbon;EUR;1.16;1.16;1.16;1.16;04/08/2021 15:30;BST;760;881.6
LLEIDA;ES0105089009;ALLLN;Euronext Growth Paris;EUR;5.69;5.69;5.6;5.6;13/08/2021 13:31;CET;146;817.69
LNA SANTE;FR0004170017;LNA;Euronext Paris;EUR;51.8;52;51.8;51.8;13/08/2021 17:35;CET;908;47042.9
LOCASYSTEM INTL;FR0004155208;MLLOI;Euronext Access Paris;EUR;6.05;6.05;6.05;6.05;05/08/2021 16:30;CET;10;60.5
LOGIC INSTRUMENT;FR0000044943;ALLOG;Euronext Growth Paris;EUR;0.499;0.499;0.48;0.48;13/08/2021 16:54;CET;85135;41129.747
LOGIS CONFORT;ES0105333001;MLLOG;Euronext Access Paris;EUR;-;-;-;-;-;CET;-;-
LOMBARD ET MEDOT;FR0006205019;MLCAC;Euronext Access Paris;EUR;13.9;13.9;13.9;13.9;06/08/2021 11:30;CET;20;278
LOTUS BAKERIES;BE0003604155;LOTB;Euronext Brussels;EUR;5100;5100;4965;5000;13/08/2021 17:35;CET;176;880955
LUCASBOLS;NL0010998878;BOLS;Euronext Amsterdam;EUR;10.18;10.22;10.1;10.14;13/08/2021 16:49;CET;3181;32339.66
LUCIBEL;FR0011884378;ALUCI;Euronext Growth Paris;EUR;0.778;0.78;0.772;0.772;13/08/2021 17:20;CET;4958;3855.862
LUCIBEL BS;FR0013525953;LUCBS;Euronext Growth Paris;EUR;0.03;0.033;0.0285;0.0325;13/08/2021 14:15;CET;25445;794.323
LUMIBIRD;FR0000038242;LBIRD;Euronext Paris;EUR;16.86;17.12;16.8;16.82;13/08/2021 17:35;CET;5904;100156.7
LV4S;BE6201089735;MLV4S;Euronext Access Paris;EUR;6.75;6.75;6.75;6.75;03/08/2021 11:30;CET;200;1350
LVMH;FR0000121014;MC;Euronext Paris;EUR;713;716.6;707.8;709.8;13/08/2021 17:36;CET;219593;156329967.7
LYSOGENE;FR0013233475;LYS;Euronext Paris;EUR;2;2.025;1.982;2.025;13/08/2021 17:35;CET;15249;30505.292
LYTIX BIOPHARMA;NO0010405780;LYTIX;Euronext Growth Oslo;NOK;13.25;13.25;12.6;12.6;13/08/2021 16:25;CET;13462;176259.05
M VEST WATER;NO0010976343;MVW;Euronext Growth Oslo;NOK;15.84;16;15;15.698;13/08/2021 16:25;CET;24894;378615.146
M.R.M;FR0000060196;MRM;Euronext Paris;EUR;1.03;1.03;1.03;1.03;13/08/2021 11:30;CET;3301;3400.03
M2I;FR0013270626;ALMII;Euronext Growth Paris;EUR;4.04;4.04;4.04;4.04;13/08/2021 15:10;CET;341;1377.64
MADE;FR0010328302;MLMAD;Euronext Access Paris;EUR;8.7;8.7;8.7;8.7;13/08/2021 16:30;CET;8;69.6
MADVERTISE;FR0010812230;ALMNG;Euronext Growth Paris;EUR;0.638;0.66;0.635;0.66;13/08/2021 17:29;CET;15966;10236.399
MAGILLEM;FR0010827741;MLMGL;Euronext Access Paris;EUR;19.8;19.8;19.8;19.8;09/08/2021 16:30;CET;10;198
MAGNORA;NO0010187032;MGN;Oslo Børs;NOK;16.44;16.64;16.2;16.4;13/08/2021 16:25;CET;101116;1659302.52
MAGSEIS FAIRFIELD;NO0010663669;MSEIS;Oslo Børs;NOK;3.66;3.985;3.56;3.62;13/08/2021 16:25;CET;1950720;7247429.13
MAIS.ANTOINE BAUD;FR0000061657;MLMAB;Euronext Access Paris;EUR;129;129;129;129;28/06/2021 11:30;CET;5;645
MAISON CLIO BLUE;FR0011092089;MLCLI;Euronext Access Paris;EUR;2.02;2.02;2.02;2.02;28/07/2021 11:30;CET;100;202
MAISONS D''AUJOURD;FR0010515742;MLMAI;Euronext Access Paris;EUR;1.45;1.45;1.45;1.45;22/07/2021 11:30;CET;12;17.4
MAISONS DU MONDE;FR0013153541;MDM;Euronext Paris;EUR;20.32;20.76;20.3;20.68;13/08/2021 17:35;CET;73707;1519488.68
MAKHEIA GROUP;FR0000072993;ALMAK;Euronext Growth Paris;EUR;0.2415;0.2445;0.2335;0.239;13/08/2021 17:29;CET;331732;78713.437
MAKHEIA GROUP BSB;FR0013525565;MAKB2;Euronext Growth Paris;EUR;0.06;0.06;0.06;0.06;05/08/2021 16:29;CET;6500;390
MAKING SCIENCE;ES0105463006;ALMKS;Euronext Growth Paris;EUR;26.3;26.3;26.3;26.3;13/08/2021 11:30;CET;1;26.3
MALIN CORP. PLC;IE00BVGC3741;MLC;Euronext Growth Dublin;EUR;6.75;6.95;6.7;6.95;13/08/2021 19:09;IST;1023;6892
MALTERIES FCO-BEL.;FR0000030074;MALT;Euronext Paris;EUR;870;870;870;870;13/08/2021 11:30;CET;3;2610
MANITOU BF;FR0000038606;MTU;Euronext Paris;EUR;31.05;31.4;31.05;31.1;13/08/2021 17:35;CET;5503;172074.15
MANUTAN INTL;FR0000032302;MAN;Euronext Paris;EUR;75.4;76.4;75.2;76.4;13/08/2021 17:35;CET;1803;136670
MAQ ADMON. URBANAS;ES0105447009;MLMAQ;Euronext Access Paris;EUR;8.3;8.3;8.3;8.3;27/01/2020 11:30;CET;1;8.3
MARATHON OIL CORP;US5658491064;MROIL;Traded not listed Brussels;USD;59;-;-;59;03/11/2005 00:00;CET;-;-
MARE NOSTRUM;FR0013400835;ALMAR;Euronext Growth Paris;EUR;3.09;3.09;3;3;13/08/2021 16:57;CET;165;497.8
MAREL;IS0000000388;MAREL;Euronext Amsterdam;EUR;6.54;6.6;6.46;6.46;13/08/2021 17:35;CET;7807;50941.62
MAROC TELECOM;MA0000011488;IAM;Euronext Paris;EUR;13.1;13.25;13.1;13.2;13/08/2021 17:06;CET;1543;20342.55
MARTIFER;PTMFR0AM0003;MAR;Euronext Lisbon;EUR;0.582;0.588;0.564;0.588;13/08/2021 18:36;BST;4000;2291.2
MASTRAD;FR0004155687;ALMAS;Euronext Growth Paris;EUR;0.592;0.592;0.582;0.59;13/08/2021 17:35;CET;18622;10908.814
MASTRAD BS29;FR0013472446;MASBS;Euronext Growth Paris;EUR;-;-;-;-;-;CET;-;-
MÅSØVAL;NO0010974983;MAS;Euronext Growth Oslo;NOK;40.5;40.995;40.105;40.3;13/08/2021 16:25;CET;188393;7455068.595
MAUNA KEA TECH;FR0010609263;MKEA;Euronext Paris;EUR;1.05;1.06;1.046;1.046;13/08/2021 17:35;CET;26793;28128.89
MAURAGE;BE0011844108;-;Euronext Expert Market;EUR;350;350;350;350;10/07/2018 11:30;CET;63;22050
MAUREL ET PROM;FR0000051070;MAU;Euronext Paris;EUR;1.942;1.942;1.906;1.938;13/08/2021 17:35;CET;62389;120416.288
MBWS;FR0000060873;MBWS;Euronext Paris;EUR;1.22;1.295;1.22;1.285;13/08/2021 17:38;CET;21500;27115.86
MBWS BSA 2022;FR0013404944;MBWBT;Euronext Paris;EUR;0.0145;0.0145;0.0145;0.0145;12/08/2021 11:54;CET;1830;26.55
MBWS BSAR 2023;FR0013066313;MBWSZ;Euronext Paris;EUR;0.035;0.035;0.035;0.035;20/07/2021 14:19;CET;250;8.75
MBZ (Gen-Jce);BE0010342609;-;Euronext Expert Market;EUR;124.5;124.5;124.5;124.5;01/09/2015 11:30;CET;7;871.5
MCPHY ENERGY;FR0011742329;MCPHY;Euronext Paris;EUR;15.84;16.22;15.51;15.6;13/08/2021 17:38;CET;96149;1518467.56
MDXHEALTH;BE0003844611;MDXH;Euronext Brussels;EUR;1.22;1.22;1.185;1.185;13/08/2021 17:35;CET;22699;27114.9
MECHELEN;BE0101614551;-;Euronext Expert Market;EUR;35.4;35.4;35.4;35.4;10/03/2020 11:30;CET;2;70.8
MEDESIS PHARMA;FR0010844464;ALMDP;Euronext Growth Paris;EUR;7.1;7.1;6.88;7;13/08/2021 17:29;CET;4217;29214.02
MEDIA 6;FR0000064404;EDI;Euronext Paris;EUR;10.46;10.46;10.45;10.45;13/08/2021 14:57;CET;316;3304.51
MEDIA CAPITAL;PTGMC0AM0003;MCP;Euronext Lisbon;EUR;1.25;1.25;1.25;1.25;12/08/2021 20:30;BST;4;5
MEDIA LAB;IT0005324105;MLLAB;Euronext Access Paris;EUR;2.2;2.2;2.2;2.2;06/08/2021 11:30;CET;3000;6600
MEDIA MAKER;IT0005380438;ALKER;Euronext Growth Paris;EUR;10;10;10;10;13/08/2021 09:00;CET;1;10
MEDIANTECHNOLOGIES;FR0011049824;ALMDT;Euronext Growth Paris;EUR;11.98;12;11.92;11.92;13/08/2021 17:35;CET;4027;48130
MEDINCELL;FR0004065605;MEDCL;Euronext Paris;EUR;9.04;9.14;9;9.07;13/08/2021 17:35;CET;7615;69026.37
MEDIOCREDITO EUROP;IT0004844848;MLMCE;Euronext Access Paris;EUR;4.3;4.3;4.3;4.3;28/11/2012 10:24;CET;100;430
MEDISTIM;NO0010159684;MEDI;Oslo Børs;NOK;332;335;323;329;13/08/2021 16:25;CET;26116;8606025.5
MELEXIS;BE0165385973;MELE;Euronext Brussels;EUR;100.5;101.2;99.95;100.2;13/08/2021 17:38;CET;28707;2890049.8
MELHUS SPAREBANK;NO0006001908;MELG;Oslo Børs;NOK;142;143;142;143;13/08/2021 16:25;CET;768;109224
MELTWATER;NL00150003D3;MWTR;Euronext Growth Oslo;NOK;39.78;40.995;39.005;40.4;13/08/2021 16:25;CET;137235;5513262.355
MEMSCAP REGPT;FR0010298620;MEMS;Euronext Paris;EUR;1.48;1.48;1.45;1.45;13/08/2021 13:31;CET;4363;6334.135
MERCELL HOLDING;NO0010307143;MRCEL;Oslo Børs;NOK;9;9.03;8.56;8.88;13/08/2021 16:25;CET;365107;3241459.05
MERCIALYS;FR0010241638;MERY;Euronext Paris;EUR;10.4;10.55;10.34;10.49;13/08/2021 17:35;CET;181388;1899465.85
MERCK AND CO INC;US58933Y1055;MRK;Euronext Paris;EUR;65;65;64.96;64.96;13/08/2021 17:35;CET;200;12996
MERIDIA RE IV;ES0105559001;MLMIV;Euronext Access Paris;EUR;18.55;18.55;18.55;18.55;02/07/2021 00:00;CET;-;-
MERLIN PROPERTIES;ES0105025003;MRL;Euronext Lisbon;EUR;9.8;9.8;9.8;9.8;13/08/2021 13:47;BST;1;9.8
MERSEN;FR0000039620;MRN;Euronext Paris;EUR;33.4;33.6;33;33.25;13/08/2021 17:35;CET;9048;301185.15
MESSER BELGIUM;BE0003222214;-;Euronext Expert Market;EUR;-;-;-;-;-;CET;-;-
METABOLIC EXPLORER;FR0004177046;METEX;Euronext Paris;EUR;4.5;4.6;4.45;4.54;13/08/2021 17:35;CET;65319;294758.575
METALEN GALLER;BE0038785821;-;Euronext Expert Market;EUR;400;400;400;400;20/10/2015 11:30;CET;515;206000
METALLIANCE;FR0010492181;MLETA;Euronext Access Paris;EUR;15.4;15.4;15.4;15.4;13/08/2021 16:30;CET;2;30.8
METHANOR;FR0011217710;ALMET;Euronext Growth Paris;EUR;4.75;4.75;4.75;4.75;13/08/2021 09:00;CET;50;237.5
METHORIOS CAPITAL;IT0004615396;ALMTH;Euronext Growth Paris;EUR;0.03;0.03;0.03;0.03;03/10/2016 09:00;CET;1;0.03
METRICS IN BALANCE;BE0974328602;MLMIB;Euronext Access Paris;EUR;1.98;1.98;1.98;1.98;12/08/2021 16:32;CET;18099;35836.02
METROPOLE TV;FR0000053225;MMT;Euronext Paris;EUR;17.2;17.36;17.2;17.24;13/08/2021 17:35;CET;68770;1186585.06
MG INTERNATIONAL;FR0010204453;ALMGI;Euronext Growth Paris;EUR;12;12;11.5;11.5;13/08/2021 16:30;CET;7170;85955
MGI DIGITAL GRAPHI;FR0010353888;ALMDG;Euronext Growth Paris;EUR;37.85;37.95;37.15;37.2;13/08/2021 17:35;CET;8571;321967.95
MICHELIN;FR0000121261;ML;Euronext Paris;EUR;142.6;144.05;142.45;144.05;13/08/2021 17:35;CET;221892;31867131.05
MICROPOLE;FR0000077570;MUN;Euronext Paris;EUR;1.05;1.055;1.05;1.055;13/08/2021 14:01;CET;1589;1668.5
MICROSKIN;GB00BF553726;MLSKN;Euronext Access Paris;EUR;0.03;0.03;0.03;0.03;08/06/2017 15:00;CET;10000;300
MICROSOFT CORP SPL;US5949181045;MSF;Traded not listed Brussels;USD;294.95;294.95;285.55;286;10/08/2021 17:35;CET;106;30895.5
MICS PARTNERS;BE0010610377;-;Euronext Expert Market;EUR;-;-;-;-;-;CET;-;-
MIGUET ET ASSOCIES;FR0010500363;MLNMA;Euronext Access Paris;EUR;1.88;1.88;1.88;1.88;10/08/2021 16:30;CET;10;18.8
MIKO;BE0003731453;MIKO;Euronext Brussels;EUR;113;113;113;113;13/08/2021 16:30;CET;457;51641
MILIBOO;FR0013053535;ALMLB;Euronext Growth Paris;EUR;6.14;6.24;6.08;6.24;13/08/2021 17:14;CET;3140;19244.34
MINCON GROUP PLC;IE00BD64C665;MIO;Euronext Growth Dublin;EUR;1.26;1.26;1.26;1.26;13/08/2021 17:26;IST;120;151.2
MINT;FR0004172450;ALBUD;Euronext Growth Paris;EUR;8.32;8.5;8.32;8.5;13/08/2021 17:35;CET;5122;43357.93
MINT BS;FR0013307329;BUDBS;Euronext Growth Paris;EUR;0.244;0.244;0.204;0.204;13/08/2021 17:29;CET;37533;7882.876
MINTRA HOLDING;NO0010895022;MNTR;Euronext Growth Oslo;NOK;5.44;6;5.44;6;13/08/2021 14:56;CET;57297;343273.94
MITHRA;BE0974283153;MITRA;Euronext Brussels;EUR;20.55;20.55;20;20.1;13/08/2021 17:35;CET;23194;467199.7
MKB Nedsense;NL0009312842;NEDSE;Euronext Amsterdam;EUR;0.147;0.147;0.147;0.147;13/08/2021 12:21;CET;5000;735
MLD;FR0013268067;MLAMY;Euronext Access Paris;EUR;3.6;3.6;3.6;3.6;19/01/2018 14:38;CET;6600;23760
MND;FR0011584549;ALMND;Euronext Growth Paris;EUR;0.0869;0.094;0.0824;0.0915;13/08/2021 17:35;CET;4701979;419180.4253
MONCEY (FIN.) NOM.;FR0000076986;MONC;Euronext Paris;EUR;8050;8050;8050;8050;13/08/2021 12:17;CET;6;48300
MONFINANCIER;FR0010882886;MLMON;Euronext Access Paris;EUR;0.195;0.195;0.195;0.195;13/08/2021 16:30;CET;2354;459.03
MONTEA;BE0003853703;MONT;Euronext Brussels, Paris;EUR;114.4;119;114.4;117;13/08/2021 17:35;CET;9961;1165819.2
MONUMENTAL RES;PTMNN0AE0006;MLMR;Euronext Access Lisbon;EUR;-;-;-;-;-;BST;-;-
MOPOLI;NL0000488153;MOP;Euronext Brussels;EUR;290;290;290;290;24/05/2021 14:58;CET;25;7250
MOPOLI FOND;NL0000488161;MOPF;Euronext Brussels;EUR;7800;7800;7800;7800;29/10/2020 11:30;CET;1;7800
MOREFIELD GROUP;CWN814651014;MORE;Euronext Amsterdam;EUR;0.332;0.35;0.328;0.35;13/08/2021 17:35;CET;35425;11954.37
MOTA ENGIL;PTMEN0AE0005;EGL;Euronext Lisbon;EUR;1.324;1.349;1.308;1.34;13/08/2021 21:35;BST;956588;1270987.85
MOULINVEST;FR0011033083;ALMOU;Euronext Growth Paris;EUR;26.2;26.4;26;26.4;13/08/2021 16:52;CET;2115;55183.1
MOURY CONSTRUCT;BE0003602134;MOUR;Euronext Brussels;EUR;270;270;270;270;13/08/2021 16:30;CET;15;4050
MOWI;NO0003054108;MOWI;Oslo Børs;NOK;226.1;226.5;224.2;226.5;13/08/2021 16:25;CET;300657;67906279.9
MPC CONTAINER SHIP;NO0010791353;MPCC;Oslo Børs;NOK;26.7;27.3;26.55;27;13/08/2021 16:26;CET;2586258;69636478.1
MPC ENERGY SOLUTIO;NL0015268814;MPCES;Euronext Growth Oslo;NOK;31.005;33.485;30.205;30.3;13/08/2021 16:25;CET;25343;776852.55
MR BRICOLAGE;FR0004034320;ALMRB;Euronext Growth Paris;EUR;11.1;11.2;11.1;11.2;13/08/2021 16:57;CET;2402;26776.4
MTD FINANCE;FR0010518936;MLMTD;Euronext Access Paris;EUR;5.88;5.88;5.88;5.88;22/12/2015 15:00;CET;17;99.96
MULANN;FR0012990968;MLMUL;Euronext Access Paris;EUR;0.0445;0.0445;0.0445;0.0445;11/09/2020 16:30;CET;3296;146.67
MULTI 24;PTMUS0AM0018;MLM24;Euronext Access Lisbon;EUR;-;-;-;-;-;BST;-;-
MULTICONSULT;NO0010734338;MULTI;Oslo Børs;NOK;187;187;184;185.5;13/08/2021 16:25;CET;4237;784336.5
MULTIMICROCLOUD;FR0013230067;MLMMC;Euronext Access Paris;EUR;0.2;0.2;0.2;0.2;13/08/2021 11:30;CET;9;1.8
MUNCHENER RUCKVERS;DE0008430026;MEURV;Traded not listed Brussels;EUR;241.85;241.85;241.85;241.85;10/08/2021 15:14;CET;5;1209.25
MUNIC;FR0013462231;ALMUN;Euronext Growth Paris;EUR;4.4;4.4;4.33;4.33;13/08/2021 17:12;CET;1855;8125.31
MUSEE GREVIN;FR0000037970;GREV;Euronext Paris;EUR;50;50;50;50;12/08/2021 11:30;CET;132;6600
MYBEST GROUP;IT0005119109;ALMBG;Euronext Growth Paris;EUR;4.16;4.16;4.16;4.16;07/06/2019 11:30;CET;14720;61235.2
NACON;FR0013482791;NACON;Euronext Paris;EUR;5.07;5.07;5;5.04;13/08/2021 17:35;CET;35935;180898.05
NAI ORD SHARES;NL0015000CG2;NAI;Euronext Amsterdam;EUR;11;11;11;11;12/08/2021 15:09;CET;75;825
NAI TREAS SHARES;NL0015000CF4;NAITR;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-
NAI WARRANTS;NL0015000CH0;NAIW;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-
NAMR;FR0014003J32;ALNMR;Euronext Growth Paris;EUR;11.64;11.74;11.56;11.72;13/08/2021 17:06;CET;1017;11844.26
NANOBIOTIX;FR0011341205;NANO;Euronext Paris;EUR;11.1;11.42;10.9;11.14;13/08/2021 17:35;CET;51619;575340.96
NAPATECH;DK0060520450;NAPA;Oslo Børs;NOK;19;19.2;18.64;19;13/08/2021 16:25;CET;36076;681639.42
NATURE ET LOGIS;FR0013344223;MLNAT;Euronext Access Paris;EUR;13;13;13;13;11/08/2021 11:30;CET;10;130
NAVAMEDIC;NO0010205966;NAVA;Oslo Børs;NOK;22.4;23.8;22.4;23.1;13/08/2021 16:25;CET;28679;661560
NAVYA;FR0013018041;NAVYA;Euronext Paris;EUR;1.78;1.806;1.762;1.77;13/08/2021 17:35;CET;86254;153049.093
NEDAP;NL0000371243;NEDAP;Euronext Amsterdam;EUR;62.4;62.4;61.8;61.9;13/08/2021 17:35;CET;669;41459.4
NEKKAR;NO0003049405;NKR;Oslo Børs;NOK;9;9;8.74;8.99;13/08/2021 16:27;CET;66372;590277.84
NEL;NO0010081235;NEL;Oslo Børs;NOK;14.965;15.15;14.625;14.675;13/08/2021 16:27;CET;4458707;67827244.45
NEOCOM MULTIMEDIA;FR0004157543;MLNEO;Euronext Access Paris;EUR;4.98;4.98;4.98;4.98;13/08/2021 11:30;CET;10;49.8
NEOEN;FR0011675362;NEOEN;Euronext Paris;EUR;34.88;35.14;34.44;34.76;13/08/2021 17:35;CET;58074;2019428.42
NEOLIFE;FR0011636083;ALNLF;Euronext Growth Paris;EUR;0.312;0.3195;0.312;0.3195;13/08/2021 17:26;CET;12178;3840.123
NEOLIFE BS;FR0013282936;NLFBS;Euronext Growth Paris;EUR;0.0175;0.0225;0.0175;0.0225;11/08/2021 16:41;CET;88036;1574.84
NEOVACS;FR0004032746;ALNEV;Euronext Growth Paris;EUR;0.0031;0.0032;0.003;0.003;13/08/2021 17:35;CET;61090958;189115.0077
NEPI ROCKCASTLE;IM00BDD7WV31;NRP;Euronext Amsterdam;EUR;6.45;6.45;6.45;6.45;09/08/2021 10:08;CET;50;322.5
NETGEM;FR0004154060;ALNTG;Euronext Growth Paris;EUR;1.095;1.105;1.09;1.105;13/08/2021 17:35;CET;10283;11303.045
NETOIL CAPITAL;GB00BF2PG875;NOC;Euronext Growth Oslo;NOK;4.78;4.8;4.78;4.8;19/07/2021 14:33;CET;1000;4786.2
NEUFCOUR-FIN.;BE0003680916;MLNEU;Euronext Access Brussels;EUR;13.5;13.5;13.5;13.5;13/08/2021 14:05;CET;200;2700
NEURONES;FR0004050250;NRO;Euronext Paris;EUR;32;32.8;31.7;31.7;13/08/2021 17:35;CET;7732;248872.1
NEW SOURCES ENERGY;NL0009822014;NSE;Euronext Amsterdam;EUR;0.0715;0.0715;0.07;0.07;13/08/2021 16:30;CET;7949;562.5755
NEWAYS ELECTRONICS;NL0000440618;NEWAY;Euronext Amsterdam;EUR;14.5;14.6;14.5;14.55;13/08/2021 17:35;CET;1543;22471.7
NEWSINVEST;FR0010358507;MLNEI;Euronext Access Paris;EUR;1.4;1.4;1.4;1.4;13/08/2021 11:30;CET;1;1.4
NEWTREE;BE0003832491;NEWT;Euronext Access Brussels;EUR;2.1;2.1;2.1;2.1;13/08/2021 11:30;CET;1;2.1
NEXANS;FR0000044448;NEX;Euronext Paris;EUR;82.85;83.35;81.45;83.2;13/08/2021 17:35;CET;34747;2868281.25
NEXITY;FR0010112524;NXI;Euronext Paris;EUR;43.56;43.8;43.2;43.72;13/08/2021 17:35;CET;48255;2104177.58
NEXPONOR-SICAFI;PTNEX0AM0002;ALNOR;Euronext Growth Lisbon;EUR;0.372;0.372;0.372;0.372;15/06/2021 20:30;BST;1;0.37
NEXT BIOMETRICS GP;NO0010629108;NEXT;Oslo Børs;NOK;9;9.71;8.71;8.9;13/08/2021 16:29;CET;2255122;20558831.18
NEXTEDIA;FR0004171346;ALNXT;Euronext Growth Paris;EUR;1.056;1.076;1.05;1.068;13/08/2021 17:35;CET;63315;67050.428
NEXTSTAGE;FR0012789386;NEXTS;Euronext Paris;EUR;88.5;88.5;88.5;88.5;13/08/2021 09:00;CET;1;88.5
NFL BIOSCIENCES;FR0014003XT0;ALNFL;Euronext Growth Paris;EUR;3.5;3.59;3.45;3.59;13/08/2021 16:04;CET;1456;5198.29
NHOA;FR0012650166;NHOA;Euronext Paris;EUR;21.5;21.5;20.6;20.6;13/08/2021 17:35;CET;736;15449.05
NICOX;FR0013018124;COX;Euronext Paris;EUR;3.25;3.3;3.24;3.25;13/08/2021 17:35;CET;26578;86821.27
NIDAROS SPAREBANK;NO0010733082;NISB;Euronext Growth Oslo;NOK;107;107;107;107;13/08/2021 15:08;CET;1371;146697
NMC;BE0035966762;-;Euronext Expert Market;EUR;2250.6;2250.6;2250.6;2250.6;15/09/2015 11:30;CET;18;40510.8
NN GROUP;NL0010773842;NN;Euronext Amsterdam;EUR;45.25;45.72;44.94;45.49;13/08/2021 17:35;CET;1231987;55987343.73
NOBEL;BE0034574427;-;Euronext Expert Market;EUR;-;-;-;-;-;CET;-;-
NOKIA;FI0009000681;NOKIA;Euronext Paris;EUR;5.138;5.213;5.138;5.192;13/08/2021 17:35;CET;272736;1415705.941
NORBIT;NO0010856511;NORBT;Oslo Børs;NOK;21.4;24.6;21.4;23;13/08/2021 16:28;CET;783522;18194310.8
NORCOD;NO0010892912;NCOD;Euronext Growth Oslo;NOK;116;119;114.2;118;13/08/2021 16:01;CET;3284;381999.4
NORDHEALTH A-AKSJE;NO0011002651;NORDH;Euronext Growth Oslo;NOK;44.65;44.895;44.65;44.895;12/08/2021 16:02;CET;159;7136.1
NORDIC AQUA PART;DK0061414638;NOAP;Euronext Growth Oslo;NOK;60.1;60.1;60;60;13/08/2021 15:46;CET;795;47757
NORDIC HALIBUT;NO0003058109;NOHAL;Euronext Growth Oslo;NOK;25.7;26.09;25.7;26.09;13/08/2021 15:53;CET;1934;50454.94
NORDIC MINING;NO0010317340;NOM;Euronext Expand Oslo;NOK;2.92;2.98;2.845;2.875;13/08/2021 16:25;CET;716692;2084264.145
NORDIC NANOVECTOR;NO0010597883;NANOV;Oslo Børs;NOK;19.26;19.46;19.02;19.1;13/08/2021 16:25;CET;169995;3261533.46
NORDIC SEMICONDUC;NO0003055501;NOD;Oslo Børs;NOK;291;291.4;279.6;281;13/08/2021 16:32;CET;499752;141382701.4
NORDIC UNMANNED;NO0010907090;NUMND;Euronext Growth Oslo;NOK;40.5;41.395;40.135;41.3;13/08/2021 16:25;CET;17587;719347.99
NORSE ATLANTIC;NO0010946445;NORSE;Euronext Growth Oslo;NOK;18.3;18.3;17.51;17.56;13/08/2021 16:39;CET;108238;1912159.43
NORSK HYDRO;NO0005052605;NHY;Oslo Børs;NOK;61.8;62.66;61.74;62.5;13/08/2021 16:29;CET;3858974;240729544.3
NORSK SOLAR;NO0010941925;NSOL;Euronext Growth Oslo;NOK;8;8;7.9;8;13/08/2021 15:11;CET;9920;79260
NORSK TITANIUM;NO0010969108;NTI;Euronext Growth Oslo;NOK;9.65;9.8;9.502;9.8;13/08/2021 14:16;CET;3484;33681.094
NORSKE SKOG;NO0010861115;NSKOG;Oslo Børs;NOK;33.7;33.7;32.85;32.85;13/08/2021 16:25;CET;136402;4523719.5
NORTEL;NO0010900087;NTEL;Euronext Growth Oslo;NOK;22.4;22.5;20.9;20.9;11/08/2021 16:17;CET;2286;49978.2
NORTH ENERGY;NO0010550056;NORTH;Euronext Expand Oslo;NOK;2.5;2.55;2.26;2.47;13/08/2021 16:25;CET;501324;1212195.02
