,High,ISIN,Last,Last Date/Time,Low,Market,Name,Open,Symbol,Ticker,Time Zone,Trading Currency,Turnover,Volume,City,sector,industry,ebitdaMargins,profitMargins,revenueGrowth,operatingMargins,returnOnAssets,recommendationKey,recommendationMean,debtToEquity,totalCashPerShare,quickRatio,exchange,beta,enterpriseToEbitda,enterpriseToRevenue,bookValue,earningsQuarterlyGrowth,forwardPE,mostRecentQuarter,logo_url
77,6.04,NO0010215684,6,13/08/2021 16:25,5.85,B?rs,AKASTOR,5.85,AKAST,AKAST.OL,CET,NOK,422465.18,70408,Oslo,Energy,Oil & Gas Equipment & Services,0.0275,-0.0574,0.361,-0.00262,-0.00075999997,none,,62.51,0.979,0.345,OSL,1.090909,27.791,0.764,12.912,0.526,,2021-06-30,https://logo.clearbit.com/akastor.com
78,635.5,NO0010234552,627,13/08/2021 16:25,624,B?rs,AKER,635.5,AKER,AKER.OL,CET,NOK,19113590.5,30380,Oslo,Energy,Oil & Gas Equipment & Services,0.105790004,0.57652,-0.163,-0.022249999,-0.00088,none,,134.954,160.754,1.154,OSL,1.896237,148.301,15.689,234.581,,23.961905,2021-06-30,https://logo.clearbit.com/akerasa.com
79,48.5,NO0010886625,47.5,13/08/2021 16:25,47.05,B?rs,AKER BIOMARINE,48.5,AKBM,AKBM.OL,CET,NOK,4064180.65,85214,Oslo,Healthcare,Drug Manufacturers—Specialty & Generic,0.20327,-0.02866,0.029,0.0375,0.00875,none,,88.278,0.153,1.193,OSL,,79.451,16.15,4.09,,,2021-06-30,https://logo.clearbit.com/akerbiomarine.com
80,239.9,NO0010345853,237.3,13/08/2021 16:25,236.3,B?rs,AKER BP,239.3,AKRBP,AKRBP.OL,CET,NOK,65429388.6,264863,Oslo,Energy,Oil & Gas E&P,0.75841004,0.13028,0.914,0.45024,0.0849,none,,186.859,2.712,0.942,OSL,2.090196,31.659,24.011,5.527,-0.094,,2021-06-30,https://logo.clearbit.com/akerbp.com
81,23.75,NO0010890304,23.55,13/08/2021 16:28,21.75,B?rs,AKER CARBON CAPTUR,22.3,ACC,ACC.OL,CET,NOK,89179539.15,3877706,Oslo,Industrials,Pollution & Treatment Controls,-2.70219,-2.81375,,-2.82147,,none,,3.264,0.976,22.678,OSL,,-141.687,382.889,0.756,,,2021-06-30,https://logo.clearbit.com/akercarboncapture.com
82,7.199,NO0010936081,7.068,13/08/2021 16:25,7.03,Euronext Growth,AKER CLEAN HYDROGE,7.199,ACH,ACH.OL,CET,NOK,1709014.671,239967,Oslo,Basic Materials,Specialty Chemicals,0.0,0.0,,0.0,,none,,0.243,4.112,,OSL,,,,,,,2021-06-30,https://logo.clearbit.com/akercleanhydrogen.com
83,27.33,NO0010921232,26.65,13/08/2021 16:25,26.5,B?rs,AKER HORIZONS,27.325,AKH,AKH.OL,CET,NOK,25751544.65,957931,Oslo,Financial Services,Asset Management,0.0,0.0,,0.0,,none,,,,,OSL,,,,,,,No info,https://logo.clearbit.com/akerhorizons.com
84,5.388,NO0010890312,5.342,13/08/2021 16:25,5.184,Euronext Growth,AKER OFFSHORE WIND,5.3,AOW,AOW.OL,CET,NOK,15433988.77,2904531,Oslo,Utilities,Utilities—Renewable,0.0,0.0,,-35.137318,,none,,,0.725,11.11,OSL,,-31.045,1061.686,1.224,,,2020-09-30,https://logo.clearbit.com/akeroffshorewind.com
85,15.575,NO0010716582,15.315,13/08/2021 16:25,15.23,B?rs,AKER SOLUTIONS,15.575,AKSO,AKSO.OL,CET,NOK,43118456.1,2806597,Oslo,Energy,Oil & Gas Equipment & Services,-0.0041,-0.01759,-0.203,-0.01079,-0.0066299997,none,,93.892,7.085,1.016,OSL,2.582098,-109.899,0.45,15.819,,7.2725325,2021-06-30,https://logo.clearbit.com/akersolutions.com
86,47,FR0004180537,46.92,13/08/2021 17:35,46.88,Euronext,AKKA TECHNOLOGIES,46.88,AKA,AKA.PA,CET,EUR,1292103.4,27540,Paris,Technology,Information Technology Services,-0.090629995,-0.11225,-0.203,-0.114429995,-0.060060002,none,,161.163,15.309,1.226,PAR,2.475308,-12.954,1.174,16.036,,17.533333,2020-12-31,https://logo.clearbit.com/akka-technologies.com
87,47,FR0004180537,46.92,13/08/2021 17:35,46.88,Euronext,AKKA TECHNOLOGIES,46.88,AKA,AKA.BR,CET,EUR,1292103.4,27540,Brussels,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
88,7.5,SE0015193412,7.5,13/08/2021 15:13,7,Euronext Growth,AKOBO MINERALS,7,AKOBO,AKOBO.OL,CET,NOK,26972.168,3672,Oslo,nan,nan,,,,,,nan,,,,,OSL,,,,,,,No info,
89,81,NO0003097503,80,13/08/2021 15:47,78.6,B?rs,AKVA GROUP,81,AKVA,AKVA.OL,CET,NOK,824094.8,10389,Oslo,Industrials,Farm & Heavy Construction Machinery,0.05224,0.01444,-0.044,0.02508,0.014880001,none,,130.442,5.115,0.843,OSL,0.946689,23.788,1.243,30.202,,13.193717,2021-03-31,https://logo.clearbit.com/akvagroup.com
90,23.35,FR0000053027,22.8,13/08/2021 17:35,22.65,Euronext,AKWEL,23.1,AKW,AKW.PA,CET,EUR,222531.625,9640,Paris,Consumer Cyclical,Auto Parts,0.14146,0.09127,0.029,0.10106,0.06728,none,,21.163,6.55,1.696,PAR,1.654882,4.021,0.569,20.185,1.399,,2020-12-31,https://logo.clearbit.com/akwel-automotive.com
91,107.6,NL0013267909,107.35,13/08/2021 17:37,106.35,Euronext,AKZO NOBEL,106.35,AKZA,AKZA.AS,CET,EUR,31080293.3,289893,Amsterdam,Basic Materials,Specialty Chemicals,0.1579,0.09342,0.264,0.13068,0.0558,none,,56.844,8.141,1.043,AMS,0.870931,14.666,2.316,31.358,1.023,32.684563,2021-06-30,https://logo.clearbit.com/akzonobel.com
92,4.56,FR0000062465,4.56,13/08/2021 11:30,4.56,Euronext,ALAN ALLMAN,4.56,AAA,AAA.PA,CET,EUR,91.2,20,Paris,Industrials,Consulting Services,0.0,0.0,,0.0,,none,,,,,PAR,,,,,,,No info,https://logo.clearbit.com/alan-allman.com
93,35.1,FR0000060402,34.74,13/08/2021 17:35,34.58,Euronext,ALBIOMA,34.68,ABIO,ABIO.PA,CET,EUR,990957.58,28464,Paris,Utilities,Utilities—Renewable,0.37418,0.10399,0.068,0.21741,0.040310003,none,,187.074,3.551,0.676,PAR,0.701254,10.815,4.047,14.179,-0.035,24.248276,2021-06-30,https://logo.clearbit.com/albioma.com
94,16.04,FR0014000JX7,15.92,13/08/2021 16:59,15.84,Euronext Growth,ALCHIMIE,15.86,ALCHI,ALCHI.PA,CET,EUR,19266.26,1210,Paris,Communication Services,Broadcasting,-0.015700001,-0.025940001,,-0.02475,-0.0226,none,,,,1.04,PAR,,-18.032,0.283,10.605,,,No info,https://logo.clearbit.com/alchimie.com
95,12.08,FR0013258662,12,13/08/2021 17:35,11.86,Euronext,ALD,12.02,ALD,ALD.PA,CET,EUR,2130515.3,178035,Paris,Industrials,Rental & Leasing Services,0.06905,0.053829998,0.122,0.06624,,none,,424.025,1.373,,PAR,1.311245,32.068,2.214,10.332,0.206,,2021-03-31,https://logo.clearbit.com/aldautomotive.com
96,1.95,GB00BJ9M4V82,1.95,24/05/2021 12:03,1.95,Euronext Access,ALEPH FINANCE,1.95,MLALE,MLALE.PA,CET,EUR,48750,25000,Paris,Financial Services,Capital Markets,-0.09809,-0.13046,,-0.09811,-0.122559994,none,,,,2.844,PAR,,-33.893,3.325,-0.072,,,No info,https://logo.clearbit.com/alephgroup.io
97,91.8,NL0012817175,90,13/08/2021 17:35,88.7,Euronext,ALFEN,90.9,ALFEN,ALFEN.AS,CET,EUR,7804140.1,86670,Amsterdam,Industrials,Electrical Equipment & Parts,0.105229996,0.06342,0.21,0.09446,0.099989995,none,,26.928,2.413,1.647,AMS,1.091643,83.668,8.805,3.421,0.564,,2020-12-31,https://logo.clearbit.com/alfen.com
98,15.348,GB00BNTJ3546,14.966,13/08/2021 17:35,14.94,Euronext,ALLFUNDS GROUP,15.216,ALLFG,ALLFG.AS,CET,EUR,1177994.7,78332,Amsterdam,Financial Services,Asset Management,0.10045,-3.0000001e-05,,0.0525,0.01249,none,,,,1.123,AMS,,14.089,1.415,15.095,,,No info,https://logo.clearbit.com/allfunds.com
99,-,FR00140017V1,-,-,-,Euronext,ALPES (Cie) NV21,-,CDANV,CDANV.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,none,,,,,PAR,,,,,,,No info,
100,13.26,FR0000053324,13.1,13/08/2021 17:35,13.02,Euronext,ALPES (COMPAGNIE),13.06,CDA,CDA.PA,CET,EUR,181057.2,13808,Paris,Consumer Cyclical,Leisure,-0.56956,-1.5541,-0.933,-1.21824,-0.06785,none,,153.957,0.914,0.634,PAR,1.600331,-13.732,7.821,24.961,,8.841463,2021-03-31,https://logo.clearbit.com/compagniedesalpes.com
101,3.34,FR0013421286,3.28,13/08/2021 15:46,3.14,Euronext,ALPHA MOS,3.29,ALM,ALM.PA,CET,EUR,9135.22,2829,Paris,Technology,Scientific & Technical Instruments,-0.84603995,-0.95815,-0.077,-0.86746,-0.38294,none,,,0.116,0.418,PAR,-1.126823,-8.712,7.371,-0.077,,,2020-12-31,https://logo.clearbit.com/alpha-mos.com
102,36.12,FR0010220475,35.5,13/08/2021 17:35,35.48,Euronext,ALSTOM,35.95,ALO,ALO.PA,CET,EUR,36775090.25,1030266,Paris,Industrials,Specialty Industrial Machinery,0.07023,0.02812,0.297,0.047470003,0.01254,none,,32.116,3.367,0.461,PAR,0.699543,21.027,1.477,14.462,-0.679,19.440992,2021-03-31,https://logo.clearbit.com/alstom.com
103,23.37,FR0000053837,23.29,13/08/2021 17:35,23.29,Euronext,ALTAMIR,23.3,LTA,LTA.PA,CET,EUR,70084.035,3008,Paris,nan,nan,,,,,,none,,,,,PAR,,,,,,2405.0,No info,
104,199,FR0000033219,198.8,13/08/2021 17:35,195.4,Euronext,ALTAREA,195.4,ALTA,ALTA.PA,CET,EUR,1039242,5244,Paris,Real Estate,REIT—Residential,0.10628,-0.021270001,-0.009,0.10308,0.02221,none,,141.977,62.659,0.89,PAR,,21.618,2.298,99.9,,10.057683,2021-06-30,https://logo.clearbit.com/altareacogedim.com
105,615,FR0000039216,615,13/08/2021 11:30,615,Euronext,ALTAREIT,615,AREIT,AREIT.PA,CET,EUR,615,1,Paris,Real Estate,Real Estate—Development,0.04784,0.02301,-0.095,0.045679998,0.02184,none,,144.954,690.015,1.168,PAR,0.357983,9.334,0.446,542.665,-0.208,,2020-12-31,https://logo.clearbit.com/altareit.com
106,139.3,FR0000071946,138.5,13/08/2021 17:35,137.7,Euronext,ALTEN,138,ATE,ATE.PA,CET,EUR,2924751.4,21115,Paris,Technology,Information Technology Services,0.06446,0.04203,-0.18,0.05764,0.039979998,none,,21.272,8.398,1.583,PAR,1.531356,30.539,1.968,34.668,-0.575,31.36891,2020-12-31,https://logo.clearbit.com/alten.fr
107,27.98,IE00BLRPRP89,27.98,13/08/2021 16:14,26.745,Euronext Growth,ALTERNUS ENERGY GR,26.745,ALT,ALT.OL,CET,NOK,90922.705,3384,Oslo,nan,nan,,,,,,nan,,,,,OSL,,,,,,,No info,
108,1.99,FR0000061244,1.99,13/08/2021 16:21,1.975,Euronext Growth,ALTHEORA,1.975,ALORA,ALORA.PA,CET,EUR,1324.46,669,Paris,Industrials,Electrical Equipment & Parts,0.02181,-0.01229,0.015,0.00027000002,0.00014999999,none,,110.632,1.039,1.224,PAR,1.064123,31.162,0.68,,,,2020-12-31,https://logo.clearbit.com/mecelec.fr
109,5.27,PTALT0AE0002,5.22,13/08/2021 21:35,5.195,Euronext,ALTRI SGPS,5.27,ALTR,ALTR.LS,BST,EUR,1078558.655,206697,Lisbon,Basic Materials,Paper & Paper Products,0.18604,0.066479996,0.09,0.08274,,none,,181.253,1.241,,LIS,1.596462,14.398,2.679,2.171,0.936,5.66129,2021-03-31,https://logo.clearbit.com/altri.pt
110,5.85,FR0010395681,5.85,13/08/2021 16:41,5.8,Euronext,ALTUR INVEST.,5.8,ALTUR,ALTUR.PA,CET,EUR,28350.9,4888,Paris,Financial Services,Asset Management,0.0,0.0,,-1457.5942,-0.01811,none,,8.127,0.464,27.591,PAR,0.763012,-60.45,29656.947,8.029,,,2020-12-31,https://logo.clearbit.com/altur-investissement.com
111,0.93,NL0012194724,0.92,13/08/2021 14:18,0.92,Euronext,ALUMEXX N.V.,0.93,ALX,ALX.AS,CET,EUR,3910.8,4240,Amsterdam,Consumer Cyclical,Internet Retail,0.07416,0.041929998,1.167,0.05647,0.08543,none,,19.567,0.079,1.179,AMS,1.304588,35.723,2.649,0.089,1.623,,2020-12-31,https://logo.clearbit.com/alumexx.nl
112,1.69,FR0013253812,1.69,19/07/2021 11:30,1.69,Euronext Access,ALVEEN,1.69,MLALV,MLALV.PA,CET,EUR,1.69,1,Paris,Real Estate,Real Estate Services,0.027660001,-0.03125,,-0.27763999,-0.108839996,none,,,,2.401,PAR,3.33234,749.751,20.736,0.081,,,No info,https://logo.clearbit.com/alveen.com
113,6.19,GB00BNKGZC51,6.19,13/08/2021 11:05,5.92,Euronext Growth,AMA CORPORATION,5.92,ALAMA,ALAMA.PA,CET,EUR,1731.49,289,Paris,Healthcare,Health Information Services,-0.97200996,-1.17397,,-1.1374401,-0.31212,none,,,,0.89,PAR,,-17.59,17.098,,,,No info,https://logo.clearbit.com/amaxperteye.com
114,0.1,NL0010273694,0.1,13/08/2021 11:30,0.1,Euronext Access,AMATHEON AGRI,0.1,MLAAH,MLAAH.PA,CET,EUR,1200,12000,Paris,Consumer Defensive,Farm Products,-0.24738,0.0851,,-0.33462003,-0.06192,none,,,,0.221,PAR,-0.105758,-1.98,0.49,-0.282,,,No info,https://logo.clearbit.com/amatheon-agri.com
115,30.45,NO0010272065,30.3,13/08/2021 16:25,30.15,B?rs,AMERICAN SHIPPING,30.45,AMSC,AMSC.OL,CET,NOK,421717.55,13958,Oslo,Industrials,Marine Shipping,0.95311,0.26114,0.0,0.56597,0.042600002,none,,352.393,0.965,1.597,OSL,0.786756,27.675,26.377,2.661,2.273,87.16216,2021-06-30,https://logo.clearbit.com/americanshippingco.com
116,29.14,NL0000888691,28.7,13/08/2021 17:35,28.42,Euronext,AMG,28.5,AMG,AMG.AS,CET,EUR,6012836.2,208687,Amsterdam,Basic Materials,Other Industrial Metals & Mining,0.064050004,-0.00685,0.437,0.02036,0.00834,none,,261.9,10.522,1.168,AMS,2.13968,21.696,1.39,4.185,,13.326923,2021-06-30,https://logo.clearbit.com/amg-nv.com
117,1.505,FR0011051598,1.46,13/08/2021 17:35,1.46,Euronext Growth,AMOEBA,1.505,ALMIB,ALMIB.PA,CET,EUR,51205.884,34798,Paris,Basic Materials,Agricultural Inputs,0.0,0.0,,0.0,-0.28541002,none,,423.253,0.288,2.753,PAR,0.43771,-6.283,,0.124,,,2020-12-31,https://logo.clearbit.com/amoeba-nature.com
118,2.14,FR0012789667,2.14,13/08/2021 09:00,2.14,Euronext,AMPLITUDE SURGICAL,2.14,AMPLI,AMPLI.PA,CET,EUR,2.14,1,Paris,Healthcare,Medical Instruments & Supplies,0.10462,-0.2902,-0.079,-0.04911,-0.00931,none,,228.628,0.765,1.41,PAR,0.725589,24.338,2.546,1.419,,,2020-12-31,https://logo.clearbit.com/amplitude-surgical.com
119,24.95,NL0000313286,24.9,13/08/2021 17:35,24.5,Euronext,AMSTERDAM COMMOD.,24.55,ACOMO,ACOMO.AS,CET,EUR,365091.3,14782,Amsterdam,Consumer Defensive,Food Distribution,0.07115,0.03822,-0.013,0.06236,0.05187,none,,101.778,0.119,0.573,AMS,0.928689,19.268,1.371,9.744,-0.341,15.771812,2020-12-31,https://logo.clearbit.com/acomo.nl
120,82.2,FR0004125920,81.85,13/08/2021 17:35,81.5,Euronext,AMUNDI,81.5,AMUN,AMUN.PA,CET,EUR,4425350.7,54068,Paris,Financial Services,Asset Management,0.28718,0.24773,-0.458,0.2859,,none,,,,,PAR,1.416947,11.365,3.264,48.019,1.03,15.188679,2021-06-30,https://logo.clearbit.com/legroupe.amundi.com
121,42.85,NO0010829765,41.7,13/08/2021 16:25,41.4,Euronext Growth,ANDFJORD SALMON,41.5,ANDF,ANDF.OL,CET,NOK,382325.7,9161,Oslo,Consumer Defensive,Farm Products,0.0,0.0,,0.0,,none,,4.286,2.481,5.686,OSL,,-61.783,,9.779,,,2021-03-31,https://logo.clearbit.com/andfjordsalmon.com
122,7.84,BE0003676872,7.84,13/08/2021 16:30,7.84,Euronext,ANTARES CERT,7.84,ANT,ANT.BR,CET,EUR,235.2,30,Brussels,Real Estate,Real Estate Services,0.46075,-0.1911,0.226,-0.18118,-0.01318,none,,,,3.332,BRU,0.187991,,,,,,2017-11-10,
123,5.05,ES0109429037,5.05,13/08/2021 09:00,5.05,Euronext Growth,ANTEVENIO,5.05,ALANT,ALANT.PA,CET,EUR,5.05,1,Paris,Communication Services,Advertising Agencies,-0.0113,-0.07187,2.419,-0.01648,-0.01317,none,,,0.613,1.044,PAR,0.957987,-147.201,1.663,-0.21,,9.68,2020-12-31,https://logo.clearbit.com/antevenio.com
124,54.68,LU0569974404,54.68,13/08/2021 17:35,53.76,Euronext,APERAM,53.96,APAM,APAM.AS,CET,EUR,9403593.52,173091,Amsterdam,Basic Materials,Steel,0.15668,0.107939996,0.555,0.12577,0.08051,none,,17.11,5.221,0.626,AMS,1.964652,6.203,0.972,27.536,9.143,15.10191,2021-06-30,https://logo.clearbit.com/aperam.com
125,54.68,LU0569974404,54.68,13/08/2021 17:35,53.76,Euronext,APERAM,53.96,APAM,APAM.BR,CET,EUR,9403593.52,173091,Brussels,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
126,54.68,LU0569974404,54.68,13/08/2021 17:35,53.76,Euronext,APERAM,53.96,APAM,APAM.PA,CET,EUR,9403593.52,173091,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
127,2.7,KYG6096M1069,2.7,15/01/2021 13:35,2.7,Euronext,APTORUM GROUP CL A,2.7,APM,APM.PA,CET,EUR,1150.2,426,Paris,Healthcare,Biotechnology,0.0,7.75292,0.978,-21.606918,-0.36105,none,,7.057,0.937,8.317,PAR,-0.215863,-3.201,64.717,1.23,,,2020-12-31,https://logo.clearbit.com/aptorumgroup.com
128,18.3,NO0010307135,17.5,13/08/2021 16:29,17.5,Euronext Expand,AQUA BIO TECHNO,17.9,ABT,ABT.OL,CET,NOK,975687.85,54784,Oslo,Healthcare,Biotechnology,0.0,0.0,-0.576,-13.6952,-0.42023,none,,145.859,0.107,1.165,OSL,1.658927,-25.026,342.313,0.06,,-32.037033,2020-06-30,https://logo.clearbit.com/aquabiotechnology.com
129,9.06,NO0010715394,9.06,13/08/2021 15:09,8.82,B?rs,AQUALISBRAEMAR LOC,9,AQUA,AQUA.OL,CET,NOK,400999.56,44663,Oslo,Energy,Oil & Gas Equipment & Services,0.05447,-0.00239,0.855,0.05238,0.03297,none,,28.543,0.306,2.125,OSL,1.950617,160.151,8.723,0.732,-0.613,69.28571,2021-03-31,https://logo.clearbit.com/aqualisbraemar.com
130,6.75,FR0010340711,6.75,13/08/2021 11:30,6.75,Euronext Growth,AQUILA,6.75,ALAQU,ALAQU.PA,CET,EUR,6.75,1,Paris,Industrials,Security & Protection Services,0.03904,0.02298,0.014,0.0357,0.06799,none,,0.062,0.402,1.339,PAR,0.492537,9.018,0.352,1.717,-0.088,,2017-12-31,https://logo.clearbit.com/reseau-aquila.fr
131,18.6,FR0014003U94,18.22,13/08/2021 17:35,18.06,Euronext,ARAMIS GROUP,18.6,ARAMI,ARAMI.PA,CET,EUR,372430.62,20403,Paris,Consumer Cyclical,Auto & Truck Dealerships,0.0,0.0,,0.0,,none,,,,,PAR,,,,,,,No info,https://logo.clearbit.com/aramis.group
132,40.5,NL0006237562,40,13/08/2021 17:35,40,Euronext,ARCADIS,40.06,ARCAD,ARCAD.AS,CET,EUR,5931117.04,147775,Amsterdam,Industrials,Engineering & Construction,0.07305,0.01163,-0.025,0.06993,0.04998,none,,68.318,3.052,1.18,AMS,1.40935,18.05,1.319,10.113,0.26,,2021-06-30,https://logo.clearbit.com/arcadis.com
133,30.88,LU1598757687,30.88,13/08/2021 17:38,30.52,Euronext,ARCELORMITTAL SA,30.665,MT,MT.AS,CET,EUR,94406151.09,3070273,Amsterdam,Basic Materials,Steel,0.19014,0.114879996,0.762,0.14935,0.07053,none,,19.92,3.995,0.421,AMS,1.878563,3.036,0.577,33.956,,5.110996,2021-06-30,https://logo.clearbit.com/corporate.arcelormittal.com
134,30.88,LU1598757687,30.88,13/08/2021 17:38,30.52,Euronext,ARCELORMITTAL SA,30.665,MT,MT.PA,CET,EUR,94406151.09,3070273,Paris,nan,nan,,,,,,nan,,,,,YHD,,,,,,,No info,
135,4.35,BMG0451H1170,4.195,13/08/2021 16:25,4.115,B?rs,ARCHER,4.35,ARCH,ARCH.OL,CET,NOK,1522896.295,362282,Oslo,Energy,Oil & Gas Drilling,0.13575,-0.0025600002,0.249,0.06848,0.03686,none,,491.297,0.191,0.79,OSL,2.246913,11.202,1.521,0.772,-0.965,,2021-06-30,https://logo.clearbit.com/archerwell.com
136,0.005,FR0000182479,0.0047,13/08/2021 17:37,0.0047,Euronext Growth,ARCHOS,0.0049,ALJXR,ALJXR.PA,CET,EUR,54872.936,11386304,Paris,Technology,Consumer Electronics,-0.19840999,-0.25057,-0.393,-0.20451,-0.09686,none,,,0.01,1.469,PAR,0.978114,-2.18,0.433,-0.04,,,2021-06-30,https://logo.clearbit.com/archos.com
137,20.395,NO0010859580,20.3,13/08/2021 16:40,19.002,Euronext Growth,ARCTIC BIOSCIENCE,20.395,ABS,ABS.OL,CET,NOK,284456.3,14160,Oslo,Healthcare,Biotechnology,0.0,0.0,,0.0,,none,,,,,OSL,,,,,,,No info,https://logo.clearbit.com/arctic-bioscience.com
138,62.48,NO0010917719,60.01,13/08/2021 14:07,60.01,Euronext Growth,ARCTIC FISH HOLDIN,62.48,AFISH,AFISH.OL,CET,NOK,1934.41,31,Oslo,Consumer Defensive,Farm Products,0.13968,-0.078439996,,0.01991,,none,,147.232,0.031,0.382,OSL,,492.651,68.813,0.583,,,2019-12-31,https://logo.clearbit.com/arcticfish.is
139,105.5,NO0010014632,104.8,13/08/2021 16:25,103,B?rs,ARCTICZYMES TECHNO,103.9,AZT,AZT.OL,CET,NOK,5881564.4,56294,Oslo,Healthcare,Biotechnology,0.50466996,0.75787,1.091,0.50035,0.22649,none,,4.604,3.379,16.348,OSL,1.739495,82.494,41.632,4.404,0.408,,2021-03-31,https://logo.clearbit.com/arcticzymes.com
140,3.72,FR0013398997,3.72,13/08/2021 15:34,3.71,Euronext Growth,ARCURE,3.71,ALCUR,ALCUR.PA,CET,EUR,171.11,46,Paris,Industrials,Specialty Industrial Machinery,-0.10428,-0.437,-0.252,-0.37228,-0.14178,none,,106.762,1.1,1.452,PAR,0.796772,-17.977,1.875,1.126,,,2020-12-31,https://logo.clearbit.com/arcure.net
141,48.2,NO0010776875,47.9,13/08/2021 16:25,47.8,B?rs,ARCUS,48,ARCUS,ARCUS.OL,CET,NOK,2069278.8,43115,Oslo,Consumer Defensive,Beverages—Wineries & Distilleries,0.14711,0.05155,0.094,0.13856,0.04868,none,,120.717,4.862,0.871,OSL,0.411065,9.428,1.387,26.409,-0.632,14.97006,2021-03-31,https://logo.clearbit.com/arcus.no
142,180,FR0005057635,180,13/08/2021 16:51,180,Euronext Access,ARDOIN ST AMAND A,180,MLARD,MLARD.PA,CET,EUR,2880,16,Paris,Services,Auto Dealerships,0.0,0.0,,0.0,,none,,,,,PAR,,,,,,,No info,
143,72,FR0004070795,72,03/08/2020 16:30,72,Euronext Access,ARDOIN ST AMAND B,72,ARDO,ARDO.PA,CET,EUR,144,2,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
144,322,NO0003572802,322,13/08/2021 16:25,318,B?rs,ARENDALS FOSSEKOMP,321,AFK,AFK.OL,CET,NOK,1599334,4991,Oslo,Utilities,Utilities—Renewable,0.10674,0.02589,0.051,0.06888,0.01972,none,,36.554,73.697,2.403,OSL,0.545658,37.541,4.007,91.443,,,2021-03-31,https://logo.clearbit.com/arendalsfossekompani.no
145,113.8,FR0010481960,113,13/08/2021 17:35,112.2,Euronext,ARGAN,113.8,ARG,ARG.PA,CET,EUR,143573.4,1268,Paris,Real Estate,REIT—Industrial,0.93447,3.77099,0.101,0.93277,0.025799999,none,,98.366,1.865,0.428,PAR,0.517396,30.394,28.403,66.285,5.819,,2021-06-30,https://logo.clearbit.com/argan.fr
146,267.7,NL0010832176,266.6,13/08/2021 17:35,263.3,Euronext,ARGENX SE,266.5,ARGX,ARGX.BR,CET,EUR,4300298.4,16171,Brussels,Healthcare,Biotechnology,-0.36629,-0.65151,39.212,-0.36983,-0.04361,none,,0.267,53.134,11.24,BRU,0.762065,-56.911,20.846,28.681,,-145.02702,2021-06-30,https://logo.clearbit.com/argenx.com
147,9.599,NO0010946593,9.597,13/08/2021 16:25,9.321,Euronext Growth,ARGEO,9.55,ARGEO,ARGEO.OL,CET,NOK,223184.561,23402,Oslo,Energy,Oil & Gas Equipment & Services,0.0,0.0,,0.0,,none,,,,,OSL,,,,,,,No info,https://logo.clearbit.com/argeo.no
148,111.5,FR0010313833,111.1,13/08/2021 17:35,110.3,Euronext,ARKEMA,110.3,AKE,AKE.PA,CET,EUR,8147708.3,73356,Paris,Basic Materials,Specialty Chemicals,0.14248,0.047119997,0.066,0.07317,0.03249,none,,51.013,19.519,1.783,PAR,1.311221,8.268,1.178,70.955,0.59,12.383333,2021-03-31,https://logo.clearbit.com/arkema.com
149,14.6,ES0105486007,14.6,16/08/2020 00:00,14.6,Euronext Access,AROCA DEL PINAR,14.6,MLARO,MLARO.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,none,,,,,PAR,,,,,,,No info,
150,1.646,NO0003108102,1.638,13/08/2021 15:54,1.6,B?rs,ARRIBATEC GROUP,1.646,ARR,ARR.OL,CET,NOK,213649.062,131750,Oslo,Technology,Software—Application,0.0,0.0,1.767,0.0,,none,,9.33,0.208,,OSL,,,,0.811,-0.74,,2021-03-31,https://logo.clearbit.com/arribatec.com
151,15.4,FR0012185536,14.9,11/08/2021 16:06,14.9,Euronext,ARTEA,15.4,ARTE,ARTE.PA,CET,EUR,1723.5,115,Paris,Real Estate,Real Estate Services,0.23581,0.29827,0.985,0.15215,0.0096700005,none,,132.996,2.739,0.24,PAR,0.376451,21.867,5.157,19.529,0.059,,2020-12-31,https://logo.clearbit.com/groupe-artea.fr
152,7.51,FR0000079683,7.5,13/08/2021 17:35,7.47,Euronext Growth,ARTEFACT,7.47,ALATF,ALATF.PA,CET,EUR,410869.09,54809,Paris,Communication Services,Advertising Agencies,0.13655,0.03711,0.225,0.12347,0.04009,none,,68.93,0.819,1.193,PAR,1.823106,15.687,2.142,1.421,,,2020-12-31,https://logo.clearbit.com/artefact.com
153,5.59,FR0000074783,5.56,13/08/2021 17:36,5.45,Euronext,ARTMARKET COM,5.5,PRC,PRC.PA,CET,EUR,33923.56,6129,Paris,Communication Services,Publishing,0.13736,0.10248,-0.074,0.11851,0.026619999,none,,2.861,0.207,12.499,PAR,1.198653,30.604,4.204,2.98,-0.302,,2020-12-31,https://logo.clearbit.com/artprice.com
154,6400,FR0000076952,6400,13/08/2021 16:34,6400,Euronext,ARTOIS NOM.,6400,ARTO,ARTO.PA,CET,EUR,76800,12,Paris,Technology,Computer Hardware,-0.05604,0.33675998,-0.158,-0.103310004,-0.00504,none,,6.662,2780.691,5.492,PAR,0.637485,-147.762,8.28,5545.849,,,2020-12-31,https://logo.clearbit.com/sif-artois.com
