,Unnamed: 0,Unnamed: 0.1,Sector,Industry,Name,Symbol,Volume,Market Cap,longName,ebitdaMargins,profitMargins,revenueGrowth,operatingMargins,returnOnAssets,recommendationKey,recommendationMean,debtToEquity,totalCashPerShare,quickRatio,exchange,beta,enterpriseToEbitda,enterpriseToRevenue,bookValue,earningsQuarterlyGrowth,forwardPE,mostRecentQuarter,logo_url
85,85,85,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Acorda Therapeutics Inc. Common Stock,ACOR,142339,39825427.0,"Acorda Therapeutics, Inc.",-0.27558002,-0.82335,0.027000000000000003,-0.53154,-0.07635,buy,2.0,122.606,12.307,1.008,NMS,0.6532600000000001,-4.311,1.188,21.781,,-4.4353127,2021-03-31,https://logo.clearbit.com/acorda.com
86,86,86,Finance,Investment Managers,Aberdeen Income Credit Strategies Fund Common Shares,ACP,225560,201917461.0,Aberdeen Income Credit Strategies Fund,0.0,-0.20004,,0.81029,,none,,44.39100000000001,0.094,1.204,NYQ,1.101741,,13.769,10.146,,,2021-04-30,https://logo.clearbit.com/aberdeenacp.com
87,87,87,No info,,Aberdeen Income Credit Strategies Fund 5.250% Series A Perpetual Preferred Stock,ACP^A,26403,,Aberdeen Income Credit Strategies Fund 5.250% Series A Perpetual Preferred Stock,,,,,,,,,,,,,,,,,,No info,
88,88,88,Finance,Business Services,Independence Holdings Corp. Class A Ordinary Share,ACQR,1,602529532.0,Independence Holdings Corp.,0.0,0.0,,0.0,,none,,,0.027000000000000003,,NCM,,,,,,,2021-03-31,
89,89,89,Finance,Business Services,Independence Holdings Corp. Units,ACQRU,968,0.0,Independence Holdings Corp.,0.0,0.0,,0.0,,none,,,0.027000000000000003,,NCM,,,,,,,2021-03-31,
90,90,90,Consumer Services,Real Estate Investment Trusts,ACRES Commercial Realty Corp. Common Stock,ACR,10990,158316614.0,ACRES Commercial Realty Corp.,0.0,0.3038,,0.38307998,0.0063300002,buy,2.0,390.329,7.683,11.345999999999998,NYQ,1.987486,,35.69300000000001,,,,2021-03-31,https://logo.clearbit.com/acresreit.com
91,91,91,No info,,ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock ,ACR^C,5335,,ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock ,,,,,,,,,,,,,,,,,,No info,
92,92,92,No info,,ACRES Commercial Realty Corp. 7.875% Series D Cumulative Redeemable Preferred Stock,ACR^D,13637,,ACRES Commercial Realty Corp. 7.875% Series D Cumulative Redeemable Preferred Stock,,,,,,,,,,,,,,,,,,No info,
93,93,93,Consumer Services,Real Estate Investment Trusts,Ares Commercial Real Estate Corporation Common Stock,ACRE,244831,696096969.0,Ares Commercial Real Estate Corporation,0.0,0.60075,,0.65044,0.026160000000000003,buy,2.0,258.538,2.4330000000000003,16.547,NYQ,1.36507,,21.878,14.254,,10.89041,2021-03-31,https://logo.clearbit.com/arescre.com
94,94,94,Health Care,Major Pharmaceuticals,Aclaris Therapeutics Inc. Common Stock,ACRS,248026,901095207.0,"Aclaris Therapeutics, Inc.",0.0,0.0,0.263,-6.8403399999999985,-0.22690001,strong_buy,1.5,12.509,2.462,8.901,NMS,0.654347,-17.866,118.614,2.156,,-13.162878,2021-03-31,https://logo.clearbit.com/aclaristx.com
95,95,95,Health Care,Major Pharmaceuticals,AcelRx Pharmaceuticals Inc. Common Stock,ACRX,743487,139350509.0,"AcelRx Pharmaceuticals, Inc.",0.0,0.0,0.324,-6.18246,-0.26002002,buy,1.7,,0.565,4.375,NGM,0.957065,-3.618,21.185,-0.229,,11.777777,2021-03-31,https://logo.clearbit.com/acelrx.com
96,96,96,Health Care,Major Pharmaceuticals,Acasti Pharma Inc. Class A Common Stock,ACST,5719462,43582263.0,Acasti Pharma Inc.,0.0,31.888890000000004,,-168.51851000000005,-0.28305998,buy,2.0,0.408,0.156,12.694,NCM,1.499009,-4.317,646.294,0.165,,-6.542857,2020-12-31,https://logo.clearbit.com/acastipharma.com
97,97,97,No info,,ArcLight Clean Transition Corp. II Class A Ordinary Share,ACTD,3815,377674150.0,ArcLight Clean Transition Corp. II,0.0,0.0,,0.0,,none,,,0.03,,NCM,,,,0.129,,,2021-06-30,https://logo.clearbit.com/arclightclean.com
98,98,98,No info,,ArcLight Clean Transition Corp. II Unit,ACTDU,2361,0.0,ArcLight Clean Transition Corp. II,0.0,0.0,,0.0,,none,,,0.03,,NCM,,,,0.129,,,2021-06-30,https://logo.clearbit.com/arclightclean.com
99,99,99,Finance,Business Services,ArcLight Clean Transition Corp. II Warrant,ACTDW,13675,0.0,ArcLight Clean Transition Corp. II,,,,,,,,,,,NCM,,,,,,,No info,
100,100,100,Miscellaneous,Multi-Sector Companies,Acacia Research Corporation (Acacia Tech) Common Stock,ACTG,220293,283356855.0,Acacia Research Corporation,-0.50337005,-1.25537,0.521,-0.68067,-0.034539999999999994,none,,64.907,9.654,3.48,NMS,0.56413,-1.642,0.8270000000000001,2.358,,18.36111,2021-03-31,https://logo.clearbit.com/acaciaresearch.com
101,101,101,Consumer Durables,Home Furnishings,Acme United Corporation. Common Stock,ACU,13663,135921774.0,Acme United Corporation,0.09077,0.07476000000000001,0.018000000000000002,0.06825,0.05605,strong_buy,1.0,62.158,0.916,2.028,ASE,0.995158,11.269,1.023,19.254,1.26,14.323944,2021-06-30,https://logo.clearbit.com/acmeunited.com
102,102,102,Finance,Finance/Investors Services,Virtus AllianzGI Diversified Income & Convertible Fund Common Shares of Beneficial Interest,ACV,17192,361973043.0,AllianzGI Diversified Income & Convertible Fund,0.0,0.0,,0.0,,hold,3.0,,,,NYQ,,,,,,,No info,
103,103,103,Technology,EDP Services,ACV Auctions Inc. Class A Common Stock,ACVA,772067,3378020313.0,ACV Auctions Inc.,-0.11229999,-0.13125,0.636,-0.12586,,buy,1.8,1.4169999999999998,4.269,2.724,NMS,,-116.747,13.111,,,,2021-03-31,https://logo.clearbit.com/acvauctions.com
104,104,104,No info,,Acurx Pharmaceuticals Inc. Common Stock,ACXP,55852,47597563.0,"Acurx Pharmaceuticals, Inc.",0.0,0.0,,0.0,,none,,,1.689,8.91,NCM,,,,1.565,,,2021-06-30,https://logo.clearbit.com/acurxpharma.com
105,105,105,Technology,Diversified Commercial Services,AeroCentury Corp. Common Stock,ACY,4699595,52266338.0,AeroCentury Corp.,0.28449,-2.45671,-0.6629999999999999,-0.10027,-0.0076200003000000014,none,,,1.7519999999999998,1.065,ASE,4.02313,16.004,4.553,-14.894,,23.632385,2021-06-30,https://logo.clearbit.com/aerocentury.com
106,106,106,Health Care,Major Pharmaceuticals,Adagene Inc. American Depositary Shares,ADAG,6452,805081261.0,Adagene Inc.,0.0,0.0,-0.185,-61.56493,-0.28366,buy,1.7,12.267,1.727,4.663,NGM,,-16.726,1009.269,,,,2020-12-31,https://logo.clearbit.com/adagene.com
107,107,107,Health Care,Major Pharmaceuticals,Adaptimmune Therapeutics plc American Depositary Shares,ADAP,1020364,622792912.0,Adaptimmune Therapeutics plc,0.0,0.0,-0.43,-38.97824,-0.25388,hold,2.7,7.356,2.045,11.15,NMS,2.17663,-2.273,84.00399999999998,1.989,,-6.089208,2021-03-31,https://logo.clearbit.com/adaptimmune.com
108,108,108,Technology,Computer Software: Prepackaged Software,Adobe Inc. Common Stock,ADBE,932118,303614484000.0,Adobe Inc.,0.39815,0.38794,0.226,0.3575,0.13627,buy,1.7,33.88,12.107,1.179,NMS,0.964497,52.617,20.95,28.979,0.015,46.83179000000001,2021-06-04,https://logo.clearbit.com/adobe.com
109,109,109,Consumer Services,Real Estate Investment Trusts,Agree Realty Corporation Common Stock,ADC,240637,5127130790.0,Agree Realty Corporation,0.84980005,0.37054002,0.395,0.5155,0.024260001,buy,1.6,50.847,0.475,2.833,NYQ,0.343852,26.213,22.276,42.183,0.418,37.507614,2021-03-31,https://logo.clearbit.com/agreerealty.com
110,110,110,Health Care,Major Pharmaceuticals,ADC Therapeutics SA Common Shares,ADCT,151022,2096070600.0,ADC Therapeutics SA,0.0,0.0,,0.0,,buy,1.7,16.042,4.994,9.255,NYQ,,-6.485,,,,,2021-03-31,https://logo.clearbit.com/adctherapeutics.com
111,111,111,Finance,Finance: Consumer Services,26 Capital Acquisition Corp. Class A Common Stock,ADER,63820,332028125.0,26 Capital Acquisition Corp.,0.0,0.0,,0.0,,none,,,0.026,0.632,NCM,,,,,,,2021-03-31,
112,112,112,Finance,Finance: Consumer Services,26 Capital Acquisition Corp. Unit,ADERU,52600,0.0,26 Capital Acquisition Corp.,0.0,0.0,,0.0,,none,,,0.026,0.632,NCM,,,,,,,2021-03-31,
113,113,113,Finance,Finance: Consumer Services,26 Capital Acquisition Corp. Warrant,ADERW,19496,0.0,26 Capital Acquisition Corp.,,,,,,,,,,,NCM,,,,,,,No info,
114,114,114,Energy,Coal Mining,Advanced Emissions Solutions Inc. Common Stock,ADES,155320,126317030.0,"Advanced Emissions Solutions, Inc.",0.09856,0.45483002,0.71,-0.00985,-0.0033200000000000005,buy,2.0,11.251,2.258,2.083,NGM,0.489082,12.452,1.227,6.358,,1.5345621,2021-06-30,https://logo.clearbit.com/advancedemissionssolutions.com
115,115,115,Finance,Finance: Consumer Services,Adit EdTech Acquisition Corp. Common Stock,ADEX,2204,334305000.0,Adit EdTech Acquisition Corp.,0.0,0.0,,0.0,,none,,,,0.07400000000000001,NYQ,,,,,,,No info,https://logo.clearbit.com/aditedtech.com
116,116,116,Finance,Finance: Consumer Services,Aldel Financial Inc. Class A Common Stock,ADF,7907,144841275.0,Aldel Financial Inc.,0.0,0.0,,0.0,,none,,1116.57,0.014,,NYQ,,,,,,,2021-03-31,
117,117,117,No info,,Anfield Dynamic Fixed Income ETF,ADFI,936,,Anfield Dynamic Fixed Income ETF,,,,,,,,,,,BTS,,,,,,,No info,
118,118,118,No info,,Adagio Therapeutics Inc. Common Stock,ADGI,550698,2893027496.0,"Adagio Therapeutics, Inc.",0.0,0.0,,0.0,,none,,,16.314,8.797,NGM,,,,-18.48,,,2021-03-31,https://logo.clearbit.com/adagiotx.com
119,119,119,Technology,Semiconductors,Analog Devices Inc. Common Stock,ADI,2040679,62730082213.0,"Analog Devices, Inc.",0.44584998,0.25161999999999995,0.261,0.31635,0.05712,buy,1.8,43.422,3.539,0.763,NMS,1.250543,23.801,10.611,32.989000000000004,0.58,23.408045,2021-05-01,https://logo.clearbit.com/analog.com
120,120,120,Health Care,Major Pharmaceuticals,Adial Pharmaceuticals Inc Common Stock,ADIL,836167,61657952.0,"Adial Pharmaceuticals, Inc.",0.0,0.0,,0.0,-1.1409,buy,2.0,5.659,0.257,2.354,NCM,0.600144,-3.928,,0.325,,-7.7918644,2021-06-30,https://logo.clearbit.com/adialpharma.com
121,121,121,Health Care,Major Pharmaceuticals,Adial Pharmaceuticals Inc Warrant,ADILW,61,0.0,"Adial Pharmaceuticals, Inc. WT EXP 073123",,,,,,,,,,,NCM,,,,,,,No info,
122,122,122,No info,,Archer-Daniels-Midland Company Common Stock,ADM,2472408,34904468227.0,Archer-Daniels-Midland Company,0.048760000000000005,0.03032,0.262,0.0344,0.0294,buy,1.8,58.702,1.475,0.337,NYQ,0.87882,13.791,0.672,37.283,0.762,12.98687,2021-03-31,https://logo.clearbit.com/adm.com
123,123,123,Health Care,Major Pharmaceuticals,ADMA Biologics Inc Common Stock,ADMA,1117800,191002546.0,"ADMA Biologics, Inc.",-1.06985,-1.55784,0.573,-1.1610299,-0.15635,buy,1.8,89.01899999999998,0.483,3.647,NGM,1.329891,-5.03,5.381,0.914,,-4.064516,2021-03-31,https://logo.clearbit.com/admabiologics.com
124,124,124,No info,,Aptus Drawdown Managed Equity ETF,ADME,38709,,Aptus Drawdown Managed Equity ETF,,,,,,,,,,,BTS,,,,,,,No info,
125,125,125,Health Care,Major Pharmaceuticals,Adamis Pharmaceuticals Corporation Common Stock,ADMP,1748921,147531277.0,Adamis Pharmaceuticals Corporation,-2.03728,-2.98844,-0.343,-2.2525,-0.59123003,hold,3.0,196.094,0.046,0.399,NCM,1.320602,-4.687,9.549,0.037000000000000005,,-5.4364996,2020-12-31,https://logo.clearbit.com/adamispharmaceuticals.com
126,126,126,Health Care,Major Pharmaceuticals,Adamas Pharmaceuticals Inc. Common Stock,ADMS,1122693,205181208.0,"Adamas Pharmaceuticals, Inc.",-0.43672,-0.67256,0.334,-0.44622,-0.14105,buy,2.2,2318.713,2.749,4.704,NGM,2.708695,-6.9929999999999986,3.054,0.131,,-16.714285,2021-03-31,https://logo.clearbit.com/adamaspharma.com
127,127,127,Public Utilities,Combination Utilities,Advent Technologies Holdings Inc. Class A Common Stock,ADN,326517,146133187.0,"Advent Technologies Holdings, Inc.",0.0,-0.87468004,4.008,-3.3427800000000003,-0.09696999,strong_buy,1.3,0.171,2.517,32.423,NCM,,-24.107,79.015,,,,2021-06-30,https://logo.clearbit.com/advent.energy
128,128,128,Capital Goods,Auto Parts:O.E.M.,Adient plc Ordinary Shares ,ADNT,793547,3925111382.0,Adient plc,0.054250002,0.00772,0.994,0.0315,0.029409999,buy,2.4,221.294,10.656,0.6759999999999999,NYQ,3.300736,8.941,0.485,15.805,,6.8218184000000015,2021-06-30,https://logo.clearbit.com/adient.com
129,129,129,Public Utilities,Combination Utilities,Advent Technologies Holdings Inc. Warrant,ADNWW,179438,0.0,"Advent Technologies Holdings, Inc.",,,,,,,,,,,NCM,,,,,,,No info,
130,130,130,Finance,Business Services,Edoc Acquisition Corp. Class A Ordinary Share,ADOC,66,118630200.0,Edoc Acquisition Corp.,0.0,0.0,,0.0,,none,,,0.062,14.159,NCM,,,,,,,2021-03-31,https://logo.clearbit.com/edocmed.net
131,131,131,Finance,Business Services,Edoc Acquisition Corp. Right,ADOCR,400,0.0,Edoc Acquisition Corp.,0.0,0.0,,0.0,,none,,,0.062,14.159,NCM,,,,,,,2021-03-31,https://logo.clearbit.com/edocmed.net
132,132,132,Finance,Business Services,Edoc Acquisition Corp. Warrant,ADOCW,1,0.0,Edoc Acquisition Corp.,,,,,,,,,,,NCM,,,,,,,No info,
133,133,133,Miscellaneous,Business Services,Automatic Data Processing Inc. Common Stock,ADP,1003524,91034243235.0,"Automatic Data Processing, Inc.",0.25765,0.17317000000000002,0.107,0.22361,0.04769,hold,3.0,60.782,6.0870000000000015,0.139,NMS,0.745024,23.008000000000006,5.928,13.319,0.308,31.266054,2021-06-30,https://logo.clearbit.com/adp.com
134,134,134,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Adaptive Biotechnologies Corporation Common Stock,ADPT,559503,4476353998.0,Adaptive Biotechnologies Corporation,-1.21607,-1.2833,0.835,-1.29155,-0.11409,buy,1.7,15.665,4.251,5.271,NMS,0.259049,-23.459,28.528,5.187,,-24.021341,2021-06-30,https://logo.clearbit.com/adaptivebiotech.com
135,135,135,Finance,Finance: Consumer Services,Adara Acquisition Corp. Class A Common Stock,ADRA,2014,139868750.0,Invesco BLDRS Asia 50 ADR Index Fund,,,,,,none,,,,,ASE,,,,,,,No info,
136,136,136,Miscellaneous,Business Services,Alliance Data Systems Corporation Common Stock,ADS,304511,4579541872.0,Alliance Data Systems Corporation,0.31541002,0.16559,0.034,0.28401,0.03383,buy,2.2,843.02,60.4,,NYQ,2.604461,14.064,4.436,35.499,6.122000000000001,6.675900500000001,2021-06-30,https://logo.clearbit.com/alliancedata.com
137,137,137,Technology,Computer Software: Prepackaged Software,Autodesk Inc. Common Stock,ADSK,754373,73216030966.0,"Autodesk, Inc.",0.19391,0.33315,0.117,0.17001,0.06444,buy,2.1,185.324,4.1960000000000015,0.399,NMS,1.331521,84.2,16.327,5.129,1.34,41.48472,2021-04-30,https://logo.clearbit.com/autodesk.com
138,138,138,Consumer Services,Diversified Commercial Services,ADT Inc. Common Stock,ADT,1405064,7296794776.0,ADT Inc.,0.38684,-0.072340004,-0.047,0.025960000000000004,0.00528,hold,2.6,330.21,0.14800000000000002,0.396,NYQ,2.275095,9.174,3.549,3.724,,9.147368,2021-03-31,https://logo.clearbit.com/adt.com
139,139,139,Public Utilities,Telecommunications Equipment,ADTRAN Inc. Common Stock,ADTN,221661,1136832019.0,"ADTRAN, Inc.",0.047470003,0.03291,0.113,0.016649999,0.01035,buy,1.9,,1.4980000000000002,1.858,NMS,1.408821,36.709,1.742,7.654,5.763,31.375,2021-06-30,https://logo.clearbit.com/adtran.com
140,140,140,Health Care,Major Pharmaceuticals,Aditxt Inc. Common Stock,ADTX,100063,29964026.0,"ADiTx Therapeutics, Inc.",0.0,0.0,,0.0,-0.95398,buy,2.0,49.81,0.966,4.125,NCM,,,,,,,2021-03-31,https://logo.clearbit.com/aditxt.com
141,141,141,Health Care,Medical/Nursing Services,Addus HomeCare Corporation Common Stock,ADUS,51859,1435536102.0,Addus HomeCare Corporation,0.08522,0.04279,0.079,0.06885,0.04409,strong_buy,1.5,45.278,7.972,2.239,NMS,0.717934,21.627,1.843,33.647,0.027000000000000003,22.965649,2021-03-31,https://logo.clearbit.com/addus.com
142,142,142,Technology,Advertising,Advantage Solutions Inc. Class A Common Stock,ADV,548256,2991405747.0,Advantage Solutions Inc.,0.13191,-0.04592,-0.1,0.054320000000000014,,buy,2.3,80.977,0.514,1.4169999999999998,NMS,,14.015,1.849,,,,2021-03-31,https://logo.clearbit.com/advantagesolutions.net
143,143,143,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Adverum Biotechnologies Inc. Common Stock,ADVM,1357794,229614526.0,"Adverum Biotechnologies, Inc.",0.0,0.0,,-18.342,-0.20056999,hold,2.9,34.168,3.708,18.511,NGM,1.129101,-0.009000000000000001,0.161,4.2360000000000015,,-1.4079756,2021-06-30,https://logo.clearbit.com/adverum.com
144,144,144,Technology,Advertising,Advantage Solutions Inc. Warrant,ADVWW,71692,0.0,Advantage Solutions Inc.,,,,,,,,,,,NMS,,,,,,,No info,
145,145,145,Finance,Investment Managers,Adams Diversified Equity Fund Inc.,ADX,114717,2279386794.0,"Adams Diversified Equity Fund, Inc.",0.0,10.436379,-0.02,0.64952004,0.0064600003,none,,,0.006,0.5920000000000001,NYQ,0.958152,,64.681,20.061,1.336,,2020-12-31,https://logo.clearbit.com/adamsfunds.com
146,146,146,Health Care,Major Pharmaceuticals,Addex Therapeutics Ltd American Depositary Shares,ADXN,768,56467888.0,Addex Therapeutics Ltd,0.0,0.0,0.15,-3.17185,-0.35395,none,,2.5580000000000003,3.1910000000000003,5.259,NCM,1.460157,-3.033,9.741,,,,2021-06-30,https://logo.clearbit.com/addextherapeutics.com
147,147,147,Health Care,Major Pharmaceuticals,Advaxis Inc. Common Stock,ADXS,1667049,61168153.0,"Advaxis, Inc.",0.0,0.0,4.5,-6.780939999999998,-0.25098000000000004,buy,2.0,,0.33,6.02,NCM,2.443249,-0.7120000000000001,4.582,0.324,,-2.8070588,2021-04-30,https://logo.clearbit.com/advaxis.com
148,148,148,Energy,Oilfield Services/Equipment,Adams Resources & Energy Inc. Common Stock,AE,21233,123321945.0,"Adams Resources & Energy, Inc.",0.031170001,0.01237,2.196,0.01636,0.043390002,strong_buy,1.0,19.909,20.827,1.279,ASE,1.1735799999999998,1.769,0.055,36.372,0.344,12.356276,2021-06-30,https://logo.clearbit.com/adamsresources.com
149,149,149,Finance,Business Services,Authentic Equity Acquisition Corp. Class A ordinary share,AEAC,571,289500000.0,Authentic Equity Acquisition Corp.,0.0,0.0,,0.0,,none,,,0.029,0.0,NCM,,,,,,,2021-03-31,
150,150,150,Finance,Business Services,Authentic Equity Acquisition Corp. Unit,AEACU,181,0.0,Authentic Equity Acquisition Corp.,0.0,0.0,,0.0,,none,,,0.029,0.0,NCM,,,,,,,2021-03-31,
151,151,151,Finance,Business Services,Authentic Equity Acquisition Corp. Warrant,AEACW,30,0.0,Authentic Equity Acquisition Corp.,,,,,,,,,,,NCM,,,,,,,No info,
152,152,152,Finance,Life Insurance,AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands),AEB,18288,0.0,Aegon N.V. PERP CAP FLTG RT,,,,,,,,,,,NYQ,,,,,,,No info,
153,153,153,Public Utilities,Power Generation,Ameren Corporation Common Stock,AEE,726087,22844953872.0,Ameren Corporation,0.44237,0.16077,0.055,0.25074,0.02812,buy,2.1,136.374,0.385,0.4320000000000001,NYQ,0.27165100000000003,14.03,6.207000000000002,35.804,-0.14800000000000002,21.33416,2021-06-30,https://logo.clearbit.com/ameren.com
154,154,154,Finance,Finance/Investors Services,Aberdeen Emerging Markets Equity Income Fund Inc. Common Stock,AEF,22991,448138200.0,"Aberdeen Emerging Markets Equity Income Fund, Inc.",0.0,3.0803602000000003,0.412,0.72363997,0.015119999999999996,none,,8.566,0.08800000000000001,0.105,NYQ,0.972282,,29.167,9.408,4.244,,2020-12-31,https://logo.clearbit.com/aberdeench.com
155,155,155,No info,,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,AEFC,43471,0.0,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,,,,,,,,,,,NYQ,,,,,,,No info,
156,156,156,Finance,Life Insurance,AEGON N.V. Common Stock,AEG,3083982,10456425421.0,Aegon N.V.,-0.00913,-0.013200001,,-0.012460001000000002,,hold,3.5,45.203,9.351,,NYQ,1.472502,-1.4469999999999998,0.013,11.958,-0.698,3.6444445,2021-03-31,https://logo.clearbit.com/aegon.com
157,157,157,Capital Goods,Building Products,Antelope Enterprise Holdings Limited Common Stock (0.024 par),AEHL,173539,16466002.0,Antelope Enterprise Holdings Limited,0.29266,0.37995,-0.7759999999999999,0.2926,0.13775,none,,59.609,4.419,0.563,NCM,1.306122,1.727,0.505,,,,2020-06-30,https://logo.clearbit.com/aehltd.com
158,158,158,Capital Goods,Electrical Products,Aehr Test Systems Common Stock,AEHR,479054,133799129.0,Aehr Test Systems,-0.23273,-0.12211,1.024,-0.25193000000000004,-0.12376001,none,,42.12600000000001,0.194,1.08,NCM,1.417966,-32.52,7.568,0.444,,-139.83334,2021-05-31,https://logo.clearbit.com/aehr.com
159,159,159,Finance,Real Estate,Alset EHome International Inc. Common Stock,AEI,1285175,62984835.0,Alset EHome International Inc.,-0.087139994,-0.54933,0.8909999999999999,-0.08853,-0.01444,buy,2.5,19.246,8.468,3.395,NCM,,4.093,-0.35700000000000004,,,,2021-03-31,https://logo.clearbit.com/alsetehomeintl.com
160,160,160,Capital Goods,Industrial Machinery/Components,Advanced Energy Industries Inc. Common Stock,AEIS,216503,3323491939.0,"Advanced Energy Industries, Inc.",0.18024,0.10694,0.115,0.14658,0.08258,buy,2.4,50.515,13.348,2.31,NMS,1.773369,16.221,2.924,22.03,1.141,13.665644,2021-03-31,https://logo.clearbit.com/advancedenergy.com
161,161,161,Finance,Life Insurance,American Equity Investment Life Holding Company Common Stock,AEL,150350,3070500529.0,American Equity Investment Life Holding Company,0.25427,0.19167,,0.25275,0.00848,hold,2.6,9.681,116.183,1.175,NYQ,1.21576,-7.874,-2.002,62.092,0.16399999999999998,6.8105259999999985,2021-03-31,https://logo.clearbit.com/american-equity.com
