,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a,Setor,Subsetor,Nome,Ticker,Data_ultimo_balanco
90,IGUA5,7.98,-12.26,-1.41,0.556,"0,00%",0.552,-0.64,8.04,-0.59,14.63,5.73,"6,91%","-4,53%",0.34,"7,61%","11,52%",0.0,-164188000.0,-1.33,"-7,41%",Not found,Not found,CIA. IGUAÇU DE CAFÉ SOLÚVEL,IGUA5.SA,30/06/2014
91,PRVI3,10.54,-11.74,1.61,0.919,"0,00%",0.565,-250.86,9.71,-1.48,9.87,6.39,"9,46%","-7,83%",0.99,"6,15%","-13,71%",0.0,525170000.0,0.1,"16,19%",Not found,Not found,Providencia,PRVI3.SA,30/09/2015
92,CPNY3,2.35,-11.0,0.42,0.232,"0,00%",0.054,0.2,1.21,-0.13,4.21,4.21,"19,13%","-2,11%",2.26,"5,48%","-3,86%",0.0,398830000.0,2.33,"20,10%",Construção Civil,Incorporações,COMPANY S/A,CPNY3.SA,31/03/2012
93,TERI3,64.28,-8.83,0.29,0.107,"0,00%",0.081,7.9,7.2,-0.26,39.56,39.56,"1,49%","-1,91%",1.03,"1,25%","-3,27%",0.0,3641000000.0,1.43,"7,94%",Alimentos Processados,Alimentos Diversos,TEREOS,TERI3.SA,30/06/2016
94,VLID3,8.36,-8.68,0.61,0.328,"0,00%",0.237,1.48,5.44,-1.33,12.64,5.7,"6,03%","-3,61%",1.63,"5,33%","-7,03%",6549720.0,1124040000.0,1.11,"7,74%",Serviços Diversos,Serviços Diversos,VALID,VLID3.SA,30/06/2021
95,AHEB6,51.5,-8.43,-10.29,2.218,"0,00%",1.576,-6.13,-12.48,-1.66,-12.38,-15.3,"-17,77%","-26,33%",0.44,"-13,42%","122,15%",351.14,-42756000.0,0.0,"56,33%",Viagens e Lazer,Produção de Eventos e Shows,PARQUE ANHEMBI,AHEB6.SA,30/06/2021
96,BIOM4,8.68,-8.4,3.71,6.832,"0,00%",1.497,5.95,-10.69,-7.21,-12.51,-12.6,"-63,92%","-81,30%",2.84,"-18,23%","-44,13%",0.0,158625000.0,1.13,"730,45%",Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,BIOMM SA,BIOM4.SA,30/06/2021
97,MSPA3,48.31,-8.21,0.38,2.488,"0,00%",0.223,14.06,-9.93,-0.63,-11.54,-32.7,"-25,06%","-30,29%",1.38,"-2,32%","-4,63%",2753.34,814093000.0,0.1,"-6,72%",Madeira e Papel,Papel e Celulose,MELHORAMENTOS,MSPA3.SA,30/06/2021
98,SEMP3,16.86,-8.12,1.36,15.081,"0,00%",1.201,15.67,-4.42,15.67,-4.07,-4.07,"-340,98%","-185,82%",1.64,"-30,21%","-16,81%",0.0,118441000.0,0.0,"-10,37%",Comércio,Eletrodomésticos,SEMP TOSHIBA,SEMP3.SA,30/09/2008
99,SZPQ4,6.64,-7.85,2.2,0.855,"0,00%",0.744,2.62,-20.31,-3.17,-22.77,-22.77,"-4,21%","-10,89%",2.97,"-3,77%","-28,00%",0.0,684467000.0,0.3,"-11,71%",Químicos,Petroquímicos,SUZANO PETROQUIMICA S.A.,SZPQ4.SA,30/09/2010
100,MSPA4,45.0,-7.65,0.35,2.318,"0,00%",0.208,13.1,-9.25,-0.59,-10.86,-30.77,"-25,06%","-30,29%",1.38,"-2,32%","-4,63%",204.55,814093000.0,0.1,"-6,72%",Madeira e Papel,Papel e Celulose,MELHORAMENTOS,MSPA4.SA,30/06/2021
101,MEDI3,11.55,-7.52,1.89,0.374,"0,00%",0.824,-10.02,-9.11,-3.31,-6.61,-6.61,"-4,11%","-4,98%",0.79,"-12,30%","-25,13%",0.0,426164000.0,0.02,"13,02%",Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,MEDIAL SAUDE,MEDI3.SA,31/03/2010
102,AMAR3,7.21,-7.09,2.15,0.816,"0,00%",0.579,7.78,12.51,-2.62,20.46,7.06,"6,53%","-6,89%",1.17,"5,95%","-30,27%",64847800.0,879530000.0,1.7,"-5,12%",Comércio,"Tecidos, Vestuário e Calçados",LOJAS MARISA,AMAR3.SA,30/06/2021
103,IRBR3,5.16,-6.5,1.55,0.769,"0,00%",0.295,0.0,-5.02,0.0,0.0,0.0,"-15,34%","-11,83%",0.0,"0,00%","-23,89%",121732000.0,4211780000.0,0.0,"10,29%",Previdência e Seguros,Seguradoras,IRBBRASIL RE,IRBR3.SA,30/06/2021
104,JBDU3,9.51,-6.2,0.8,0.0,"0,00%",0.25,-2.03,-29.61,-0.36,-33.47,-33.47,"0,00%","0,00%",0.0,"-0,85%","-12,88%",1348320.0,59747000.0,0.1,"0,00%",Outros,Outros,J B DUARTE,JBDU3.SA,31/03/2021
105,PINE4,2.43,-5.74,0.46,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-8,09%",1897800.0,775077000.0,0.0,"34,09%",Intermediários Financeiros,Bancos,Pine,PINE4.SA,30/06/2021
106,BKBR3,9.32,-5.55,1.62,1.058,"0,00%",0.704,14.29,-7.27,-2.01,-8.17,-1479.95,"-14,55%","-19,07%",1.3,"-11,82%","-29,24%",21635900.0,1582370000.0,0.52,"5,38%",Hoteis e Restaurantes,Restaurante e Similares,BK BRASIL,BKBR3.SA,30/06/2021
107,ALPK3,6.12,-5.54,2.15,1.795,"0,00%",0.446,-2.01,25.1,-0.64,55.38,8.6,"7,15%","-32,27%",0.29,"1,90%","-38,75%",325967.0,553253000.0,2.72,"0,00%",Serviços Diversos,Serviços Diversos,ESTAPAR,ALPK3.SA,30/06/2021
108,BUET3,24.99,-5.46,-0.97,1.961,"0,00%",0.572,-0.67,-13.13,-0.39,-22.6,-36.32,"-14,93%","-35,93%",0.11,"-5,95%","17,79%",0.0,-124674000.0,-0.7,"4,55%","Tecidos, Vestuário e Calçados",Fios e Tecidos,BUETTNER S/A - INDUSTRIA E COMERCIO,BUET3.SA,31/12/2015
109,TLCP3,48.0,-5.02,1.76,0.824,"0,00%",0.533,-2.76,-26.61,-1.33,-43.86,-43.86,"-3,10%","-16,40%",0.61,"-2,52%","-35,04%",0.0,262979000.0,1.21,"9,09%",Not found,Not found,TELE LESTE CELULAR PARTICIPAÇÕES SA,TLCP3.SA,31/12/2005
110,LFFE4,3.89,-4.91,4.08,0.0,"0,00%",3.599,0.0,-26.5,0.0,-23.11,10.9,"0,00%","0,00%",0.0,"0,00%","-83,10%",0.0,51892000.0,0.0,"0,00%",Not found,Not found,LA FONTE TELECOM S/A,LFFE4.SA,31/03/2017
111,CGOS3,26.2,-4.85,1.89,0.509,"0,00%",0.167,-0.83,-256.6,-0.25,-570.29,-570.29,"-0,20%","-10,48%",0.54,"-0,08%","-39,02%",0.0,453387000.0,2.48,"8,97%",Energia Elétrica,Energia Elétrica,CELG,CGOS3.SA,31/12/2007
112,GSHP3,38.8,-4.58,-0.15,0.727,"0,00%",0.046,-0.58,3.19,-0.04,73.34,65.94,"22,81%","-15,90%",0.55,"1,49%","3,29%",25876.1,-497509000.0,-3.41,"-22,65%",Exploração de Imóveis,Exploração de Imóveis,Generalshopp,GSHP3.SA,30/06/2021
113,BAHI3,15.23,-4.5,1.3,0.853,"0,00%",0.36,-1.35,277.05,-0.61,301.19,34.16,"0,31%","-18,96%",0.32,"0,14%","-28,85%",91265.5,152312000.0,0.31,"90,68%",Diversos,Serviços Educacionais,BAHEMA,BAHI3.SA,30/06/2021
114,PRML3,11.52,-4.41,1.98,18.612,"0,00%",0.581,23.0,-30.33,-0.93,-63.15,1640.31,"-61,36%","-424,99%",2.02,"-1,96%","-44,84%",0.0,2192720000.0,2.18,"32,85%",Transporte,Serviços de Apoio e Armazenagem,PRUMO,PRML3.SA,31/12/2017
115,TXRX4,9.0,-4.2,-0.12,0.298,"0,00%",0.187,-0.14,1.66,-0.09,12.36,10.03,"18,01%","-7,09%",0.24,"16,98%","2,91%",40673.2,-313786000.0,-0.79,"7,36%","Tecidos, Vestuário e Calçados",Fios e Tecidos,RENAUX,TXRX4.SA,30/06/2021
116,AHEB3,25.25,-4.13,-5.05,1.088,"0,00%",0.773,-3.0,-6.12,-0.82,-6.02,-7.44,"-17,77%","-26,33%",0.44,"-13,42%","122,15%",1465.86,-42756000.0,0.0,"56,33%",Viagens e Lazer,Produção de Eventos e Shows,PARQUE ANHEMBI,AHEB3.SA,30/06/2021
117,ADHM3,1.56,-4.09,-1.29,770.924,"0,00%",105.126,-1.43,-5.69,-1.27,-5.69,-5.81,"-13.548,50%","-18.860,60%",0.0,"521,70%","31,47%",2064.0,-19776000.0,0.0,"43,48%",Not found,Not found,ADVANCED-DH,ADHM3.SA,30/09/2019
118,BUET4,18.49,-4.04,-0.72,1.451,"0,00%",0.423,-0.5,-9.72,-0.29,-19.18,-30.83,"-14,93%","-35,93%",0.11,"-5,95%","17,79%",0.0,-124674000.0,-0.7,"4,55%","Tecidos, Vestuário e Calçados",Fios e Tecidos,BUETTNER S/A - INDUSTRIA E COMERCIO,BUET4.SA,31/12/2015
119,JBDU4,6.18,-4.03,0.52,0.0,"0,00%",0.163,-1.32,-19.24,-0.24,-23.1,-23.1,"0,00%","0,00%",0.0,"-0,85%","-12,88%",2395600.0,59747000.0,0.1,"0,00%",Outros,Outros,J B DUARTE,JBDU4.SA,31/03/2021
120,OIBR4,1.84,-4.0,1.87,2.454,"0,00%",0.146,0.63,-3.45,-0.44,-11.31,-95.55,"-71,06%","-60,10%",1.67,"-4,57%","-46,73%",3347240.0,5861020000.0,4.53,"-30,25%",Telecomunicações,Telecomunicações,OI,OIBR4.SA,30/06/2021
121,PMET5,0.65,-3.95,-0.16,4.518,"0,00%",30.248,-0.22,89.99,-0.16,503.88,503.88,"5,02%","-114,49%",0.01,"38,97%","4,10%",0.0,-290863000.0,-0.74,"37,74%",Not found,Not found,PRO METALURG,PMET5.SA,31/12/2013
122,AZUL4,36.13,-3.95,-0.79,2.06,"0,00%",0.719,-3.46,-23.86,-0.47,-34.47,18.09,"-8,63%","-52,21%",0.65,"-4,71%","20,13%",166981000.0,-15742600000.0,-0.63,"-9,92%",Transporte,Transporte Aéreo,AZUL,AZUL4.SA,30/06/2021
123,LFFE3,3.11,-3.92,3.26,0.0,"0,00%",2.877,0.0,-21.18,0.0,-17.8,8.39,"0,00%","0,00%",0.0,"0,00%","-83,10%",0.0,51892000.0,0.0,"0,00%",Not found,Not found,LA FONTE TELECOM S/A,LFFE3.SA,31/03/2017
124,FBMC3,80.0,-3.78,-0.92,3.858,"0,00%",1.384,-1.79,-2.85,-0.64,-3.31,-3.69,"-135,59%","-101,97%",0.31,"-64,70%","24,19%",0.0,-63552000.0,-0.15,"-31,66%",Siderurgia e Metalurgia,Artefatos de Ferro e Aço,FIBAM,FBMC3.SA,30/09/2018
125,TLCP4,34.11,-3.57,1.25,0.586,"0,00%",0.379,-1.96,-18.91,-0.95,-36.16,-36.16,"-3,10%","-16,40%",0.61,"-2,52%","-35,04%",0.0,262979000.0,1.21,"9,09%",Not found,Not found,TELE LESTE CELULAR PARTICIPAÇÕES SA,TLCP4.SA,31/12/2005
126,SGPS3,8.39,-3.53,0.4,0.235,"0,00%",0.137,1.84,3.92,-0.62,10.86,5.69,"5,99%","-6,65%",1.2,"3,96%","-11,37%",971603.0,1044050000.0,0.88,"-9,24%","Tecidos, Vestuário e Calçados",Fios e Tecidos,Springs,SGPS3.SA,30/06/2021
127,SHOW3,4.9,-3.49,1.96,36.283,"0,00%",0.677,3.14,-5.66,-11.47,-4.61,-5.68,"-641,16%","-1.052,26%",1.56,"-21,53%","-55,99%",7847930.0,168922000.0,0.79,"-61,03%",Viagens e Lazer,Produção de Eventos e Shows,TIME FOR FUN,SHOW3.SA,30/06/2021
128,BECE3,9.1,-3.42,8.72,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-255,20%",0.0,96496000.0,0.0,"12,81%",Not found,Not found,BEC,BECE3.SA,31/03/2006
129,CTNM3,10.03,-3.37,0.39,0.132,"0,00%",0.073,2.82,1.73,-0.29,8.67,5.35,"7,66%","-5,97%",1.07,"4,84%","-11,54%",1640.5,789501000.0,1.83,"-6,17%","Tecidos, Vestuário e Calçados",Fios e Tecidos,COTEMINAS,CTNM3.SA,30/06/2021
130,BECE4,8.75,-3.29,8.38,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-255,20%",0.0,96496000.0,0.0,"12,81%",Not found,Not found,BEC,BECE4.SA,31/03/2006
131,AHEB5,19.99,-3.27,-3.99,0.861,"0,00%",0.612,-2.38,-4.84,-0.65,-4.75,-5.86,"-17,77%","-26,33%",0.44,"-13,42%","122,15%",321.77,-42756000.0,0.0,"56,33%",Viagens e Lazer,Produção de Eventos e Shows,PARQUE ANHEMBI,AHEB5.SA,30/06/2021
132,TCSA3,6.13,-3.07,0.65,2.246,"0,00%",0.282,1.03,-5.52,-2.37,-10.24,-11.42,"-40,71%","-73,55%",2.81,"-5,69%","-21,15%",5895740.0,694219000.0,0.78,"-4,90%",Construção Civil,Incorporações,TECNISA,TCSA3.SA,30/06/2021
133,CRDE3,21.11,-3.0,0.49,26.046,"0,00%",0.437,3.51,-5.44,5.14,-3.67,-3.67,"-478,45%","-868,01%",2.82,"-9,47%","-16,34%",11559.9,104383000.0,0.0,"-31,09%",Construção Civil,Incorporações,CR2,CRDE3.SA,30/06/2021
134,CEED4,55.8,-2.94,-0.64,1.044,"0,00%",0.767,-4.54,-12.95,-0.4,-16.3,-26.95,"-8,06%","-35,58%",0.61,"-7,06%","21,94%",800.48,-5915240000.0,-0.18,"63,69%",Energia Elétrica,Energia Elétrica,CEEE-D,CEED4.SA,31/03/2021
135,PNOR5,1.87,-2.9,0.55,0.354,"0,00%",0.205,0.7,8.52,-2.32,4.57,4.57,"4,15%","-11,74%",2.5,"3,61%","-18,84%",0.0,158071000.0,0.42,"1,34%",Químicos,Petroquímicos,PRONOR,PNOR5.SA,31/03/2011
136,PNOR6,1.87,-2.9,0.55,0.354,"0,00%",0.205,0.7,8.52,-2.32,4.57,4.57,"4,15%","-11,74%",2.5,"3,61%","-18,84%",0.0,158071000.0,0.42,"1,34%",Químicos,Petroquímicos,PRONOR,PNOR6.SA,31/03/2011
137,STRP4,0.21,-2.85,-0.43,0.416,"0,00%",0.111,-0.18,-0.45,-0.09,-1.15,-1.15,"-91,82%","-14,58%",0.13,"-25,49%","14,95%",0.0,-12498000.0,-0.66,"-36,39%","Tecidos, Vestuário e Calçados",Vestuário,STAROUP,STRP4.SA,31/12/2009
138,ESTR4,65.0,-2.77,-0.1,0.335,"0,00%",0.215,-0.11,3.32,-0.08,7.47,6.84,"10,07%","-12,10%",0.21,"7,09%","3,72%",1445.14,-510451000.0,-0.14,"-0,70%",Viagens e Lazer,Brinquedos e Jogos,ESTRELA,ESTR4.SA,30/06/2021
139,VIVR3,2.7,-2.69,-2.23,5.66,"0,00%",1.12,-2.01,-11.72,-1.05,-16.13,-17.16,"-48,31%","-210,81%",0.44,"-12,34%","82,81%",115236000.0,-170146000.0,-1.24,"70,63%",Construção Civil,Incorporações,VIVER,VIVR3.SA,30/06/2021
140,LIXC3,1.75,-2.62,1.52,395.995,"0,00%",0.069,0.28,-4.21,3.84,-6.37,-6.68,"-9.413,21%","-14.386,80%",1.34,"-1,90%","-57,85%",0.0,13842000.0,0.79,"-75,90%",Not found,Not found,LIX DA CUNHA,LIXC3.SA,30/09/2017
141,CEED3,46.16,-2.43,-0.53,0.864,"0,00%",0.634,-3.76,-10.72,-0.33,-14.06,-23.25,"-8,06%","-35,58%",0.61,"-7,06%","21,94%",9169.91,-5915240000.0,-0.18,"63,69%",Energia Elétrica,Energia Elétrica,CEEE-D,CEED3.SA,31/03/2021
142,BICB4,8.25,-2.43,2.21,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-91,00%",0.0,944626000.0,0.0,"-31,19%",Intermediários Financeiros,Bancos,BicBanco,BICB4.SA,30/06/2015
143,BICB3,8.0,-2.35,2.14,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-91,00%",0.0,944626000.0,0.0,"-31,19%",Intermediários Financeiros,Bancos,BicBanco,BICB3.SA,30/06/2015
144,PMAM3,11.13,-2.31,-1.29,0.101,"0,00%",0.141,-0.22,42.3,-0.2,283.16,20.04,"0,24%","-4,38%",0.38,"0,36%","55,78%",5014340.0,-374218000.0,-7.68,"8,09%",Siderurgia e Metalurgia,Artefatos de Cobre,PARANAPANEMA S.A.,PMAM3.SA,30/06/2021
145,IGBR6,19.0,-2.28,-0.23,49.345,"0,00%",1.645,-0.58,-2.39,-0.21,-7.64,-7.8,"-2.062,51%","-2.165,07%",0.04,"-77,23%","10,25%",0.0,-1016760000.0,-0.52,"-8,00%",Exploração de Imóveis,Exploração de Imóveis,GRADIENTE,IGBR6.SA,31/03/2021
146,IGBR5,18.9,-2.27,-0.23,49.085,"0,00%",1.636,-0.57,-2.38,-0.21,-7.63,-7.79,"-2.062,51%","-2.165,07%",0.04,"-77,23%","10,25%",0.0,-1016760000.0,-0.52,"-8,00%",Exploração de Imóveis,Exploração de Imóveis,GRADIENTE,IGBR5.SA,31/03/2021
147,OIBR3,1.04,-2.26,1.06,1.387,"0,00%",0.083,0.35,-1.95,-0.25,-9.81,-82.87,"-71,06%","-60,10%",1.67,"-4,57%","-46,73%",125593000.0,5861020000.0,4.53,"-30,25%",Telecomunicações,Telecomunicações,OI,OIBR3.SA,30/06/2021
148,ARLA4,3.38,-2.21,-0.62,2.137,"0,00%",0.442,-0.31,-6.74,-0.29,-17.87,-17.87,"-31,72%","-96,55%",0.1,"-13,71%","28,00%",0.0,-24319000.0,-1.02,"-47,46%",Not found,Not found,ARTHUR LANGE,ARLA4.SA,31/03/2008
149,LIXC4,1.45,-2.17,1.26,328.11,"0,00%",0.057,0.23,-3.49,3.18,-5.65,-5.92,"-9.413,21%","-14.386,80%",1.34,"-1,90%","-57,85%",0.0,13842000.0,0.79,"-75,90%",Not found,Not found,LIX DA CUNHA,LIXC4.SA,30/09/2017
150,MMXM3,14.0,-2.17,-0.11,0.0,"0,00%",0.71,-0.1,4.7,-0.09,18.64,18.64,"0,00%","0,00%",0.01,"25,93%","4,97%",0.0,-842661000.0,-0.32,"-28,51%",Mineração,Minerais Metálicos,MMX MINER,MMXM3.SA,31/03/2021
151,OGXP3,1.63,-2.15,-0.98,0.0,"0,00%",0.925,0.0,-16.46,0.0,-16.46,-16.46,"0,00%","0,00%",0.0,"0,00%","45,53%",0.0,-53901000.0,0.0,"0,00%","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",OGX,OGXP3.SA,30/09/2018
152,VTLM3,0.79,-2.07,-0.65,390.404,"0,00%",53.237,-0.72,-2.88,-0.64,-2.88,-2.94,"-13.548,50%","-18.860,60%",0.0,"521,70%","31,47%",0.0,-19776000.0,0.0,"43,48%",Not found,Not found,ADVANCED-DH,VTLM3.SA,30/09/2019
153,GOLL4,18.2,-2.01,-0.46,1.32,"0,00%",0.623,-0.91,-3.66,-0.29,-8.48,-34.49,"-36,09%","-63,79%",0.24,"-21,37%","22,79%",123766000.0,-15746300000.0,-0.65,"-11,29%",Transporte,Transporte Aéreo,GOL LINHAS AEREAS INTELIGENTES SA,GOLL4.SA,30/06/2021
154,KROT11,40.0,-1.95,0.82,2.369,"0,00%",0.362,2.74,-46.23,-1.49,-73.05,31.13,"-5,12%","-121,79%",1.89,"-0,91%","-42,12%",0.0,13047100000.0,0.74,"-2,28%",Diversos,Serviços Educacionais,COGNA,KROT11.SA,30/06/2021
155,ARCZ3,3.66,-1.88,1.95,1.096,"0,00%",0.369,1.53,9.5,-0.84,28.18,28.18,"11,54%","-58,02%",2.86,"4,03%","-103,98%",0.0,1934210000.0,3.92,"0,75%",Madeira e Papel,Papel e Celulose,ARACRUZ CELULOSE SA,ARCZ3.SA,30/09/2009
156,ARCZ6,3.63,-1.86,1.94,1.087,"0,00%",0.366,1.52,9.42,-0.84,28.1,28.1,"11,54%","-58,02%",2.86,"4,03%","-103,98%",0.0,1934210000.0,3.92,"0,75%",Madeira e Papel,Papel e Celulose,ARACRUZ CELULOSE SA,ARCZ6.SA,30/09/2009
157,PLAS3,13.42,-1.86,-0.74,0.318,"0,00%",0.264,-1.05,-3.19,-0.25,-6.55,32.41,"-9,98%","-17,09%",0.56,"-9,26%","39,64%",101329.0,-225729000.0,-0.87,"6,85%",Automóveis e Motocicletas,Automóveis e Motocicletas,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,PLAS3.SA,30/06/2021
158,BISA3,1.58,-1.77,1.18,1.692,"0,00%",0.321,0.86,-4.02,-7.64,-6.21,-9.28,"-42,05%","-96,36%",2.22,"-8,50%","-66,94%",0.0,1788370000.0,0.77,"-24,23%",Construção Civil,Incorporações,BROOKFIELD INCORPORACOES,BISA3.SA,30/06/2016
159,KROT4,5.12,-1.75,0.74,2.122,"0,00%",0.324,2.45,-41.42,-1.33,-68.24,29.08,"-5,12%","-121,79%",1.89,"-0,91%","-42,12%",0.0,13047100000.0,0.74,"-2,28%",Diversos,Serviços Educacionais,COGNA,KROT4.SA,30/06/2021
160,CTNM4,5.16,-1.74,0.2,0.068,"0,00%",0.038,1.45,0.89,-0.15,7.84,4.83,"7,66%","-5,97%",1.07,"4,84%","-11,54%",99782.9,789501000.0,1.83,"-6,17%","Tecidos, Vestuário e Calçados",Fios e Tecidos,COTEMINAS,CTNM4.SA,30/06/2021
161,ESTR3,40.0,-1.7,-0.06,0.206,"0,00%",0.132,-0.07,2.04,-0.05,6.2,5.67,"10,07%","-12,10%",0.21,"7,09%","3,72%",90.91,-510451000.0,-0.14,"-0,70%",Viagens e Lazer,Brinquedos e Jogos,ESTRELA,ESTR3.SA,30/06/2021
162,BCAL6,0.28,-1.7,-0.07,1.946,"0,00%",13.03,-0.09,38.77,-0.07,452.65,452.65,"5,02%","-114,49%",0.01,"38,97%","4,10%",0.0,-290863000.0,-0.74,"37,74%",Not found,Not found,PRO METALURG,BCAL6.SA,31/12/2013
163,DJON4,0.18,-1.7,0.22,-0.956,"0,00%",0.166,-1.29,-1.42,-0.85,-1.98,-1.98,"67,37%","56,33%",0.24,"-12,02%","-12,84%",0.0,2702000.0,0.09,"45,19%",Not found,Not found,DIJON S/A,DJON4.SA,31/12/2003
164,SPRI6,11.0,-1.68,1.24,0.0,"0,00%",1.196,2.33,-3.21,2.47,-2.86,-2.88,"0,00%","0,00%",66.47,"-42,86%","-73,82%",0.0,22420000.0,0.0,"-7,33%",Not found,Not found,SPRINGER,SPRI6.SA,30/06/2020
165,ARLA3,2.47,-1.62,-0.45,1.562,"0,00%",0.323,-0.22,-4.92,-0.21,-16.06,-16.06,"-31,72%","-96,55%",0.1,"-13,71%","28,00%",0.0,-24319000.0,-1.02,"-47,46%",Not found,Not found,ARTHUR LANGE,ARLA3.SA,31/03/2008
166,SPRI3,10.51,-1.61,1.19,0.0,"0,00%",1.143,2.23,-3.07,2.36,-2.72,-2.74,"0,00%","0,00%",66.47,"-42,86%","-73,82%",0.0,22420000.0,0.0,"-7,33%",Not found,Not found,SPRINGER,SPRI3.SA,30/06/2020
167,SDIA4,6.42,-1.59,9.41,0.397,"0,00%",0.418,-3.29,9.53,-0.83,23.15,23.15,"4,16%","-25,09%",0.78,"5,89%","-590,66%",0.0,459230000.0,17.27,"13,42%",Alimentos Processados,Carnes e Derivados,SADIA,SDIA4.SA,30/06/2009
168,SDIA3,6.42,-1.59,9.41,0.397,"0,00%",0.418,-3.29,9.53,-0.83,23.15,23.15,"4,16%","-25,09%",0.78,"5,89%","-590,66%",0.0,459230000.0,17.27,"13,42%",Alimentos Processados,Carnes e Derivados,SADIA,SDIA3.SA,30/06/2009
169,DUQE3,28.0,-1.58,-11.29,12.103,"0,00%",0.428,-0.74,-1.65,-0.57,-2.7,-2.98,"-732,92%","-767,60%",0.33,"-28,21%","715,74%",0.0,-6987000.0,-7.19,"-42,70%",Siderurgia e Metalurgia,Artefatos de Ferro e Aço,METALURGICA DUQUE SA,DUQE3.SA,30/09/2014
170,AVLL3,28.0,-1.55,2.55,1.783,"0,00%",0.289,5.07,-7.67,-0.59,-16.12,-19.52,"-23,25%","-108,81%",1.17,"-4,53%","-163,84%",266460.0,246498000.0,3.86,"0,00%",Construção Civil,Incorporações,ALPHAVILLE,AVLL3.SA,30/06/2021
171,BAHI11,5.0,-1.48,0.43,0.28,"0,00%",0.118,-0.44,90.95,-0.2,115.1,13.05,"0,31%","-18,96%",0.32,"0,14%","-28,85%",15465.5,152312000.0,0.31,"90,68%",Diversos,Serviços Educacionais,BAHEMA PRB,BAHI11.SA,30/06/2021
172,JFEN3,2.0,-1.41,-0.52,-80.926,"0,00%",0.166,-1.8,-2.36,-0.29,-8.76,-8.91,"3.426,35%","5.803,92%",0.9,"-7,49%","36,44%",1684850.0,-408444000.0,-1.42,"-2,88%",Construção Civil,Incorporações,JOÃO FORTES ENGENHARIA S.A.,JFEN3.SA,30/06/2021
173,SPRI5,8.52,-1.3,0.96,0.0,"0,00%",0.927,1.81,-2.49,1.91,-2.14,-2.15,"0,00%","0,00%",66.47,"-42,86%","-73,82%",0.0,22420000.0,0.0,"-7,33%",Not found,Not found,SPRINGER,SPRI5.SA,30/06/2020
174,BBRK3,2.04,-1.3,3.31,1.299,"0,00%",0.852,-4.73,-8.16,-1.75,-7.03,-15.1,"-15,91%","-104,40%",0.58,"-12,45%","-255,75%",15715800.0,48358000.0,0.0,"6,70%",Exploração de Imóveis,Intermediação Imobiliária,BR Brokers,BBRK3.SA,30/06/2021
175,IDVL4,2.67,-1.26,1.16,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-91,76%",0.0,237683000.0,0.0,"0,00%",Intermediários Financeiros,Bancos,Indusval,IDVL4.SA,30/09/2020
176,HOOT4,3.2,-1.26,-0.13,2.193,"0,00%",0.127,-0.1,-1.81,-0.06,-1.76,-2.71,"-121,25%","-174,40%",0.04,"-7,23%","9,99%",371961.0,-467762000.0,-0.0,"-31,39%",Hoteis e Restaurantes,Hotelaria,HOTEIS OTHON S.A.,HOOT4.SA,30/06/2021
177,PMAM4,5.84,-1.21,-0.68,0.053,"0,00%",0.074,-0.11,22.2,-0.1,263.05,18.62,"0,24%","-4,38%",0.38,"0,36%","55,78%",0.0,-374218000.0,-7.68,"8,09%",Siderurgia e Metalurgia,Artefatos de Cobre,PARANAPANEMA S.A.,PMAM4.SA,30/06/2021
178,PMET6,0.2,-1.21,-0.05,1.39,"0,00%",9.307,-0.07,27.69,-0.05,441.57,441.57,"5,02%","-114,49%",0.01,"38,97%","4,10%",0.0,-290863000.0,-0.74,"37,74%",Not found,Not found,PRO METALURG,PMET6.SA,31/12/2013
179,MTIG4,48.0,-1.2,-0.41,0.123,"0,00%",0.127,-0.47,-0.95,-0.17,-7.41,-11.0,"-12,99%","-10,22%",0.68,"-15,58%","34,24%",25172.5,-28075000.0,-2.83,"-7,27%",Embalagens,Embalagens,IGUAÇU,MTIG4.SA,30/06/2021
